utt_id,set_label,true_label,argmax_time_W,frame_position_norm,dac_entropy_at_decisive,dac_truth_prob_at_decisive,whisper_truth_prob_at_decisive,pitch,velocity,source
bass_synthetic_131-068-025,W+A+,bass,2.06,0.515,1.8875317573547363,0.13817483186721802,0.9241130948066711,68,25,synthetic
bass_electronic_021-039-075,W+A+,bass,0.18,0.045,1.7261507511138916,0.44733676314353943,0.9041388630867004,39,75,electronic
bass_synthetic_086-026-100,W+A+,bass,3.38,0.845,2.0622944831848145,0.23735085129737854,0.8701380491256714,26,100,synthetic
bass_synthetic_114-014-127,W+A+,bass,0.72,0.18,1.967362403869629,0.16869314014911652,0.9992429614067078,14,127,synthetic
bass_synthetic_062-071-025,W+A+,bass,0.82,0.205,2.1416611671447754,0.1340854912996292,0.982539713382721,71,25,synthetic
bass_synthetic_061-021-127,W+A+,bass,2.08,0.52,2.0678253173828125,0.21772493422031403,0.9267778396606445,21,127,synthetic
bass_electronic_008-027-127,W+A+,bass,0.02,0.005,1.8745648860931396,0.0938572883605957,0.9543467164039612,27,127,electronic
bass_synthetic_099-075-050,W+A+,bass,0.48,0.12,2.157074213027954,0.13278482854366302,0.9910402297973633,75,50,synthetic
bass_synthetic_012-089-075,W+A+,bass,0.24,0.06,2.115854263305664,0.10171433538198471,0.7829583287239075,89,75,synthetic
bass_synthetic_108-049-127,W+A+,bass,0.3,0.075,1.837164282798767,0.19925439357757568,0.986743152141571,49,127,synthetic
bass_synthetic_137-024-050,W+A+,bass,0.26,0.065,0.9015198945999146,0.7776317000389099,0.9449489712715149,24,50,synthetic
bass_electronic_021-023-075,W+A+,bass,1.8,0.45,1.974064826965332,0.2719239294528961,0.9621254205703735,23,75,electronic
bass_synthetic_129-097-127,W+A+,bass,2.96,0.74,1.8388258218765259,0.19511432945728302,0.9574117064476013,97,127,synthetic
bass_synthetic_080-046-100,W+A+,bass,0.74,0.185,2.1219265460968018,0.1827489286661148,0.9856843948364258,46,100,synthetic
bass_synthetic_053-038-025,W+A+,bass,0.2,0.05,1.7715518474578857,0.35897982120513916,0.8065576553344727,38,25,synthetic
bass_synthetic_088-021-127,W+A+,bass,3.64,0.91,2.1000466346740723,0.22879096865653992,0.9254689812660217,21,127,synthetic
bass_synthetic_104-042-127,W+A+,bass,1.52,0.38,1.1581584215164185,0.6339395046234131,0.9899998903274536,42,127,synthetic
bass_synthetic_019-042-100,W+A+,bass,0.0,0.0,2.049137830734253,0.21397767961025238,0.6173593401908875,42,100,synthetic
bass_synthetic_116-104-050,W+A+,bass,2.14,0.535,2.2299916744232178,0.1289938986301422,0.9207693934440613,104,50,synthetic
bass_synthetic_080-035-127,W+A+,bass,0.02,0.005,1.9786207675933838,0.22409206628799438,0.9652876853942871,35,127,synthetic
bass_acoustic_000-025-075,W+A+,bass,3.02,0.755,2.201805353164673,0.15789704024791718,0.845581591129303,25,75,acoustic
bass_synthetic_047-034-127,W+A+,bass,0.14,0.035,1.7420600652694702,0.4920504689216614,0.9091587066650391,34,127,synthetic
bass_synthetic_070-036-100,W+A+,bass,0.34,0.085,1.8306267261505127,0.13366089761257172,0.9996803998947144,36,100,synthetic
bass_synthetic_001-041-075,W+A+,bass,0.28,0.07,2.0410454273223877,0.2501508891582489,0.999077558517456,41,75,synthetic
bass_synthetic_027-038-075,W+A+,bass,2.58,0.645,2.037914752960205,0.1861712634563446,0.8496431708335876,38,75,synthetic
bass_synthetic_099-094-075,W+A+,bass,0.24,0.06,1.9517217874526978,0.32497692108154297,0.9773083329200745,94,75,synthetic
bass_electronic_037-029-050,W+A+,bass,2.1,0.525,2.096641778945923,0.2669559419155121,0.9336078763008118,29,50,electronic
bass_synthetic_024-053-025,W+A+,bass,0.36,0.09,1.810110330581665,0.18190746009349823,0.9783362150192261,53,25,synthetic
bass_synthetic_138-046-025,W+A+,bass,2.14,0.535,2.04299259185791,0.1573648303747177,0.9200240969657898,46,25,synthetic
bass_synthetic_038-065-075,W+A+,bass,3.38,0.845,2.1068036556243896,0.12270919978618622,0.9953558444976807,65,75,synthetic
bass_synthetic_031-097-050,W+A+,bass,0.44,0.11,1.5192534923553467,0.4827598035335541,0.6673855781555176,97,50,synthetic
bass_synthetic_087-080-075,W+A+,bass,0.08,0.02,1.5403441190719604,0.027460476383566856,0.9312124848365784,80,75,synthetic
bass_electronic_020-060-075,W+A+,bass,0.5,0.125,2.08546781539917,0.19118298590183258,0.9435340762138367,60,75,electronic
bass_synthetic_035-032-127,W+A+,bass,0.04,0.01,2.1399741172790527,0.20443092286586761,0.6014299988746643,32,127,synthetic
bass_synthetic_092-049-075,W+A+,bass,1.98,0.495,1.8844159841537476,0.2412610799074173,0.8950774669647217,49,75,synthetic
bass_synthetic_145-033-050,W+A+,bass,0.22,0.055,1.7788870334625244,0.1539044976234436,0.9117935299873352,33,50,synthetic
bass_synthetic_084-020-127,W+A+,bass,1.0,0.25,1.5657916069030762,0.47895321249961853,0.9987263083457947,20,127,synthetic
bass_synthetic_027-035-127,W+A+,bass,3.28,0.82,2.035977840423584,0.14247627556324005,0.9004560112953186,35,127,synthetic
bass_synthetic_071-104-100,W+A+,bass,2.1,0.525,1.2765417098999023,0.19136393070220947,0.8836463689804077,104,100,synthetic
bass_synthetic_000-029-025,W+A+,bass,2.1,0.525,2.0976290702819824,0.2488594800233841,0.5594738721847534,29,25,synthetic
bass_synthetic_069-015-075,W+A+,bass,0.72,0.18,1.8943263292312622,0.24044491350650787,0.995493471622467,15,75,synthetic
bass_synthetic_064-013-025,W+A+,bass,0.16,0.04,1.9530298709869385,0.23810289800167084,0.9267251491546631,13,25,synthetic
bass_synthetic_007-090-025,W+A+,bass,2.84,0.71,1.4722644090652466,0.5374206304550171,0.9874038100242615,90,25,synthetic
bass_synthetic_005-060-075,W+A+,bass,0.44,0.11,2.0616073608398438,0.14642401039600372,0.9978979825973511,60,75,synthetic
bass_synthetic_142-026-127,W+A+,bass,0.08,0.02,1.7150969505310059,0.34347856044769287,0.8914946913719177,26,127,synthetic
bass_synthetic_129-030-127,W+A+,bass,1.3,0.325,1.353286623954773,0.6104385256767273,0.9986881017684937,30,127,synthetic
bass_synthetic_136-098-127,W+A+,bass,2.62,0.655,2.088839292526245,0.20276226103305817,0.9237169027328491,98,127,synthetic
bass_electronic_015-021-025,W+A+,bass,1.22,0.305,2.2244861125946045,0.13011011481285095,0.7232626080513,21,25,electronic
bass_synthetic_022-050-025,W+A+,bass,2.54,0.635,2.008101463317871,0.19049978256225586,0.8106409907341003,50,25,synthetic
bass_synthetic_084-010-050,W+A+,bass,0.74,0.185,2.0049848556518555,0.329565167427063,0.9978792667388916,10,50,synthetic
bass_synthetic_036-036-025,W+A+,bass,0.24,0.06,2.0134546756744385,0.3300873637199402,0.9989547729492188,36,25,synthetic
bass_synthetic_141-021-050,W+A+,bass,0.14,0.035,1.8529860973358154,0.26687857508659363,0.9965948462486267,21,50,synthetic
bass_synthetic_071-084-127,W+A+,bass,0.96,0.24,2.048509359359741,0.10237676650285721,0.904686450958252,84,127,synthetic
bass_synthetic_104-028-025,W+A+,bass,1.06,0.265,1.097510814666748,0.7228144407272339,0.9931528568267822,28,25,synthetic
bass_synthetic_128-034-127,W+A+,bass,0.0,0.0,1.9549839496612549,0.10088954865932465,0.928031861782074,34,127,synthetic
bass_synthetic_023-023-025,W+A+,bass,0.42,0.105,1.8941785097122192,0.4010951817035675,0.948445737361908,23,25,synthetic
bass_synthetic_014-014-100,W+A+,bass,0.72,0.18,1.9283384084701538,0.2338714599609375,0.9579982161521912,14,100,synthetic
bass_synthetic_075-102-100,W+A+,bass,0.82,0.205,2.22642183303833,0.1275862604379654,0.6734415292739868,102,100,synthetic
bass_synthetic_083-064-100,W+A+,bass,2.12,0.53,2.077923059463501,0.16437210142612457,0.9756647944450378,64,100,synthetic
bass_synthetic_123-108-075,W+A+,bass,2.12,0.53,2.2287404537200928,0.1843395233154297,0.9795432686805725,108,75,synthetic
bass_synthetic_100-079-050,W+A+,bass,0.02,0.005,1.9790576696395874,0.04331830516457558,0.9874375462532043,79,50,synthetic
bass_synthetic_071-023-100,W+A+,bass,2.7,0.675,1.09502375125885,0.6999711990356445,0.9524874091148376,23,100,synthetic
bass_synthetic_041-083-127,W+A+,bass,3.36,0.84,2.2036068439483643,0.13001985847949982,0.7909530401229858,83,127,synthetic
bass_synthetic_085-043-100,W+A+,bass,2.38,0.595,1.7180907726287842,0.0550982765853405,0.9886044859886169,43,100,synthetic
bass_electronic_032-034-050,W+A+,bass,2.14,0.535,2.0374019145965576,0.1679009646177292,0.7297818660736084,34,50,electronic
bass_synthetic_109-036-025,W+A+,bass,0.32,0.08,1.9241948127746582,0.36194315552711487,0.8742078542709351,36,25,synthetic
bass_synthetic_138-096-100,W+A+,bass,0.2,0.05,2.193641185760498,0.146959587931633,0.9890953302383423,96,100,synthetic
bass_synthetic_087-086-050,W+A+,bass,2.9,0.725,2.2055442333221436,0.1886705905199051,0.67775958776474,86,50,synthetic
bass_synthetic_092-067-127,W+A+,bass,3.42,0.855,2.0906178951263428,0.05703118070960045,0.809798538684845,67,127,synthetic
bass_synthetic_138-075-100,W+A+,bass,1.82,0.455,1.9067699909210205,0.3661096394062042,0.9042729139328003,75,100,synthetic
bass_synthetic_054-023-050,W+A+,bass,0.16,0.04,1.9058202505111694,0.3766436278820038,0.81169593334198,23,50,synthetic
bass_synthetic_104-053-075,W+A+,bass,0.22,0.055,1.9279203414916992,0.12430783361196518,0.9940543174743652,53,75,synthetic
bass_synthetic_072-042-050,W+A+,bass,1.06,0.265,2.153080940246582,0.220115065574646,0.9699005484580994,42,50,synthetic
bass_electronic_028-041-025,W+A+,bass,2.06,0.515,2.1826281547546387,0.17902275919914246,0.6912066340446472,41,25,electronic
bass_electronic_012-023-100,W+A+,bass,3.02,0.755,2.1033356189727783,0.2139371931552887,0.955630362033844,23,100,electronic
bass_synthetic_093-062-050,W+A+,bass,2.52,0.63,1.788197636604309,0.09903290867805481,0.8940809369087219,62,50,synthetic
bass_synthetic_108-030-025,W+A+,bass,0.02,0.005,1.939098596572876,0.1869421899318695,0.9897719621658325,30,25,synthetic
bass_synthetic_055-024-127,W+A+,bass,3.04,0.76,2.0610125064849854,0.2451603263616562,0.8868886232376099,24,127,synthetic
bass_synthetic_045-040-100,W+A+,bass,2.68,0.67,2.085796356201172,0.16458819806575775,0.843095600605011,40,100,synthetic
bass_electronic_000-032-127,W+A+,bass,2.1,0.525,1.9641361236572266,0.3342885971069336,0.8611227869987488,32,127,electronic
bass_synthetic_131-029-127,W+A+,bass,2.76,0.69,1.8098071813583374,0.4204748868942261,0.9740784168243408,29,127,synthetic
bass_synthetic_075-077-075,W+A+,bass,0.42,0.105,1.9967275857925415,0.10320845991373062,0.8047225475311279,77,75,synthetic
bass_synthetic_007-037-050,W+A+,bass,2.98,0.745,1.6863635778427124,0.24048370122909546,0.9849534034729004,37,50,synthetic
bass_synthetic_129-035-127,W+A+,bass,1.2,0.3,1.209875464439392,0.6604869365692139,0.9911848306655884,35,127,synthetic
bass_synthetic_056-045-050,W+A+,bass,1.22,0.305,2.223034620285034,0.12812794744968414,0.7142438888549805,45,50,synthetic
bass_synthetic_143-032-050,W+A+,bass,1.04,0.26,1.7329864501953125,0.32988467812538147,0.7601338028907776,32,50,synthetic
bass_synthetic_061-026-127,W+A+,bass,2.08,0.52,2.104694128036499,0.23579955101013184,0.9030300974845886,26,127,synthetic
bass_synthetic_103-072-100,W+A+,bass,0.12,0.03,1.6173619031906128,0.020390935242176056,0.9819484353065491,72,100,synthetic
bass_synthetic_007-051-127,W+A+,bass,2.4,0.6,1.8487160205841064,0.07744942605495453,0.9862916469573975,51,127,synthetic
bass_synthetic_029-035-075,W+A+,bass,3.38,0.845,2.229076385498047,0.13239507377147675,0.8294603824615479,35,75,synthetic
bass_synthetic_084-045-075,W+A+,bass,0.92,0.23,1.914093017578125,0.04745559021830559,0.9969698786735535,45,75,synthetic
bass_synthetic_095-046-025,W+A+,bass,2.62,0.655,1.9857697486877441,0.1430511325597763,0.9198751449584961,46,25,synthetic
bass_electronic_026-039-075,W+A+,bass,0.64,0.16,1.9171407222747803,0.1880405694246292,0.7006167769432068,39,75,electronic
bass_synthetic_064-019-127,W+A+,bass,0.16,0.04,1.7962453365325928,0.41355976462364197,0.8647214770317078,19,127,synthetic
bass_synthetic_056-028-050,W+A+,bass,0.3,0.075,2.14933705329895,0.17781776189804077,0.9534966945648193,28,50,synthetic
bass_electronic_037-036-050,W+A+,bass,2.1,0.525,2.0706827640533447,0.20499634742736816,0.9257159233093262,36,50,electronic
bass_synthetic_102-024-100,W+A+,bass,3.02,0.755,2.09533953666687,0.21692754328250885,0.992922306060791,24,100,synthetic
bass_synthetic_138-107-050,W+A+,bass,0.76,0.19,1.5637171268463135,0.3909938335418701,0.9960487484931946,107,50,synthetic
bass_synthetic_090-048-075,W+A+,bass,0.76,0.19,0.7445946335792542,0.8147310614585876,0.92882239818573,48,75,synthetic
bass_synthetic_138-035-100,W+A+,bass,0.28,0.07,1.9854456186294556,0.21485315263271332,0.9839639663696289,35,100,synthetic
bass_electronic_034-026-025,W+A+,bass,2.12,0.53,2.1391961574554443,0.22132565081119537,0.9298314452171326,26,25,electronic
bass_synthetic_092-103-075,W+A+,bass,0.84,0.21,2.0681309700012207,0.1982775628566742,0.9744420647621155,103,75,synthetic
bass_synthetic_027-047-100,W+A+,bass,0.4,0.1,2.16044545173645,0.18154098093509674,0.9200225472450256,47,100,synthetic
bass_synthetic_110-033-127,W+A+,bass,0.54,0.135,1.996778964996338,0.17188669741153717,0.9979072213172913,33,127,synthetic
bass_synthetic_029-050-100,W+A+,bass,0.0,0.0,1.748332142829895,0.11135615408420563,0.777524471282959,50,100,synthetic
bass_synthetic_010-034-075,W+A+,bass,0.82,0.205,2.1313765048980713,0.22402448952198029,0.9997984170913696,34,75,synthetic
bass_synthetic_029-034-050,W+A+,bass,3.14,0.785,2.0739800930023193,0.18503038585186005,0.8045750856399536,34,50,synthetic
bass_synthetic_141-034-025,W+A+,bass,0.32,0.08,1.9132498502731323,0.34381499886512756,0.995025634765625,34,25,synthetic
bass_synthetic_066-039-025,W+A+,bass,0.36,0.09,2.123582363128662,0.29203951358795166,0.8861610293388367,39,25,synthetic
bass_synthetic_138-042-025,W+A+,bass,0.16,0.04,1.8557871580123901,0.27470970153808594,0.8815652132034302,42,25,synthetic
bass_synthetic_138-040-025,W+A+,bass,2.08,0.52,1.9541292190551758,0.15632882714271545,0.8777228593826294,40,25,synthetic
bass_synthetic_072-033-127,W+A+,bass,3.22,0.805,2.1087355613708496,0.16164779663085938,0.8741335272789001,33,127,synthetic
bass_synthetic_066-053-025,W+A+,bass,0.18,0.045,2.0678234100341797,0.1407098025083542,0.9816420078277588,53,25,synthetic
bass_synthetic_067-037-075,W+A+,bass,0.98,0.245,2.0898232460021973,0.26869574189186096,0.38736191391944885,37,75,synthetic
bass_synthetic_066-071-025,W+A+,bass,1.46,0.365,1.7920176982879639,0.3155732750892639,0.8491947054862976,71,25,synthetic
bass_synthetic_062-025-127,W+A+,bass,3.34,0.835,2.084801197052002,0.15214283764362335,0.9903900027275085,25,127,synthetic
bass_synthetic_143-034-050,W+A+,bass,0.06,0.015,1.9833378791809082,0.2863340973854065,0.7730932831764221,34,50,synthetic
bass_synthetic_029-035-025,W+A+,bass,3.38,0.845,2.229088544845581,0.13171276450157166,0.8203420042991638,35,25,synthetic
bass_synthetic_130-054-025,W+A+,bass,0.6,0.15,2.025554895401001,0.11298966407775879,0.8621270656585693,54,25,synthetic
bass_electronic_012-059-050,W+A+,bass,0.14,0.035,1.7603431940078735,0.05194171518087387,0.9211236238479614,59,50,electronic
bass_synthetic_070-037-025,W+A+,bass,0.14,0.035,2.003251075744629,0.28171202540397644,0.9994756579399109,37,25,synthetic
bass_synthetic_062-052-050,W+A+,bass,0.4,0.1,1.9871753454208374,0.2741616368293762,0.9966490864753723,52,50,synthetic
bass_synthetic_021-033-050,W+A+,bass,3.64,0.91,2.2323596477508545,0.13345780968666077,0.4945192039012909,33,50,synthetic
bass_synthetic_058-036-075,W+A+,bass,2.22,0.555,1.7428959608078003,0.17138119041919708,0.8207623958587646,36,75,synthetic
bass_synthetic_104-065-127,W+A+,bass,1.8,0.45,1.5314781665802002,0.5101600289344788,0.9970620274543762,65,127,synthetic
bass_synthetic_019-042-050,W+A+,bass,0.04,0.01,1.7115610837936401,0.36685633659362793,0.7077617049217224,42,50,synthetic
bass_synthetic_102-024-075,W+A+,bass,3.02,0.755,2.085123300552368,0.2830769121646881,0.9854277968406677,24,75,synthetic
bass_synthetic_011-044-025,W+A+,bass,0.02,0.005,1.175101399421692,0.6828112006187439,0.6988257765769958,44,25,synthetic
bass_synthetic_102-034-075,W+A+,bass,3.02,0.755,2.041583299636841,0.23538999259471893,0.9739847183227539,34,75,synthetic
bass_synthetic_075-047-100,W+A+,bass,0.54,0.135,2.0602240562438965,0.14556780457496643,0.9749972224235535,47,100,synthetic
bass_electronic_004-033-050,W+A+,bass,2.54,0.635,1.8802701234817505,0.3307793438434601,0.9052255749702454,33,50,electronic
bass_synthetic_136-070-025,W+A+,bass,2.64,0.66,2.034698963165283,0.34731268882751465,0.9727913737297058,70,25,synthetic
bass_synthetic_071-031-127,W+A+,bass,0.18,0.045,0.9116997718811035,0.7717023491859436,0.9688418507575989,31,127,synthetic
bass_synthetic_027-084-025,W+A+,bass,0.06,0.015,1.6516276597976685,0.15710747241973877,0.8525537848472595,84,25,synthetic
bass_synthetic_128-040-075,W+A+,bass,0.24,0.06,1.71245539188385,0.23747575283050537,0.9931175708770752,40,75,synthetic
bass_electronic_017-037-050,W+A+,bass,2.86,0.715,2.059804677963257,0.24443604052066803,0.7660754919052124,37,50,electronic
bass_synthetic_092-085-025,W+A+,bass,0.6,0.15,1.83982253074646,0.3756144642829895,0.8872030377388,85,25,synthetic
bass_synthetic_085-035-075,W+A+,bass,0.22,0.055,0.6773330569267273,0.01278869528323412,0.9988652467727661,35,75,synthetic
bass_synthetic_057-021-100,W+A+,bass,1.42,0.355,1.8085477352142334,0.1867903620004654,0.9997119903564453,21,100,synthetic
bass_synthetic_120-028-100,W+A+,bass,0.28,0.07,1.832827091217041,0.38241174817085266,0.9996013641357422,28,100,synthetic
bass_synthetic_104-056-100,W+A+,bass,0.22,0.055,1.982865571975708,0.10754340887069702,0.9966360330581665,56,100,synthetic
bass_synthetic_126-074-025,W+A+,bass,0.92,0.23,1.89211905002594,0.06685696542263031,0.8853223323822021,74,25,synthetic
bass_synthetic_003-034-025,W+A+,bass,2.66,0.665,2.1038591861724854,0.18473581969738007,0.9222768545150757,34,25,synthetic
bass_synthetic_012-102-025,W+A+,bass,0.18,0.045,2.003523588180542,0.32579678297042847,0.9479129910469055,102,25,synthetic
bass_synthetic_086-039-025,W+A+,bass,3.42,0.855,2.072094440460205,0.23751726746559143,0.9054794311523438,39,25,synthetic
bass_synthetic_150-041-127,W+A+,bass,0.58,0.145,1.5550473928451538,0.4055826961994171,0.5120972394943237,41,127,synthetic
bass_synthetic_014-092-025,W+A+,bass,0.12,0.03,1.721970558166504,0.4864662289619446,0.9111972451210022,92,25,synthetic
bass_synthetic_004-016-100,W+A+,bass,0.14,0.035,1.9382323026657104,0.28135281801223755,0.983963131904602,16,100,synthetic
bass_synthetic_064-046-025,W+A+,bass,0.86,0.215,2.0679826736450195,0.2600645124912262,0.9740176796913147,46,25,synthetic
bass_synthetic_010-024-025,W+A+,bass,0.16,0.04,1.9963583946228027,0.24265722930431366,0.9949926137924194,24,25,synthetic
bass_synthetic_011-088-075,W+A+,bass,2.34,0.585,1.9337677955627441,0.1794024109840393,0.8737340569496155,88,75,synthetic
bass_synthetic_090-060-075,W+A+,bass,0.04,0.01,1.1979670524597168,0.6537570953369141,0.8916657567024231,60,75,synthetic
bass_synthetic_090-075-100,W+A+,bass,2.14,0.535,1.6001654863357544,0.374129056930542,0.9887167811393738,75,100,synthetic
bass_synthetic_109-034-050,W+A+,bass,0.32,0.08,1.959558129310608,0.30630216002464294,0.8367308378219604,34,50,synthetic
bass_synthetic_038-067-075,W+A+,bass,3.38,0.845,2.0920028686523438,0.12226429581642151,0.9959969520568848,67,75,synthetic
bass_synthetic_060-101-127,W+A+,bass,0.7,0.175,1.8644652366638184,0.11057194322347641,0.8779404759407043,101,127,synthetic
bass_synthetic_000-028-050,W+A+,bass,3.44,0.86,2.22318959236145,0.12759223580360413,0.556282103061676,28,50,synthetic
bass_synthetic_014-045-025,W+A+,bass,1.24,0.31,2.226667881011963,0.12904271483421326,0.7754717469215393,45,25,synthetic
bass_synthetic_056-063-050,W+A+,bass,0.32,0.08,2.1781253814697266,0.1536979079246521,0.9060835242271423,63,50,synthetic
bass_electronic_036-040-075,W+A+,bass,2.08,0.52,2.0393970012664795,0.2413472682237625,0.7058466672897339,40,75,electronic
bass_synthetic_099-100-050,W+A+,bass,0.1,0.025,1.7374634742736816,0.366713285446167,0.9750198125839233,100,50,synthetic
bass_electronic_012-058-100,W+A+,bass,1.0,0.25,2.1723930835723877,0.14185629785060883,0.865015983581543,58,100,electronic
bass_synthetic_145-010-100,W+A+,bass,2.1,0.525,1.87586510181427,0.3129690885543823,0.9901066422462463,10,100,synthetic
bass_electronic_016-035-100,W+A+,bass,3.14,0.785,2.068355083465576,0.15024620294570923,0.8638470768928528,35,100,electronic
bass_electronic_031-028-100,W+A+,bass,3.02,0.755,2.0738799571990967,0.18384967744350433,0.9047337770462036,28,100,electronic
bass_synthetic_114-011-100,W+A+,bass,2.74,0.685,1.7308423519134521,0.398701548576355,0.9963151812553406,11,100,synthetic
bass_synthetic_140-050-100,W+A+,bass,1.18,0.295,1.8695144653320312,0.1641535460948944,0.962976336479187,50,100,synthetic
bass_synthetic_085-043-050,W+A+,bass,1.84,0.46,1.5598793029785156,0.47027185559272766,0.9983523488044739,43,50,synthetic
bass_synthetic_057-022-050,W+A+,bass,0.96,0.24,2.044888973236084,0.23625539243221283,0.9994330406188965,22,50,synthetic
bass_synthetic_037-035-050,W+A+,bass,0.1,0.025,1.6540756225585938,0.2136794924736023,0.7570517063140869,35,50,synthetic
bass_synthetic_036-047-075,W+A+,bass,0.42,0.105,2.12044358253479,0.23782438039779663,0.9986258149147034,47,75,synthetic
bass_synthetic_140-094-075,W+A+,bass,3.14,0.785,2.0901076793670654,0.19521929323673248,0.4876083433628082,94,75,synthetic
bass_synthetic_071-022-025,W+A+,bass,0.72,0.18,1.1869616508483887,0.6825032830238342,0.9518933296203613,22,25,synthetic
bass_synthetic_131-096-075,W+A+,bass,2.64,0.66,1.8547974824905396,0.3918018043041229,0.9450576901435852,96,75,synthetic
bass_synthetic_090-102-127,W+A+,bass,0.92,0.23,1.661821961402893,0.15307408571243286,0.9198763370513916,102,127,synthetic
bass_electronic_014-029-050,W+A+,bass,2.06,0.515,2.0243375301361084,0.2501278519630432,0.9684014320373535,29,50,electronic
bass_synthetic_032-048-075,W+A+,bass,2.1,0.525,1.9555474519729614,0.2826657295227051,0.7929702401161194,48,75,synthetic
bass_synthetic_130-033-075,W+A+,bass,2.66,0.665,2.0803821086883545,0.1496105194091797,0.9514148831367493,33,75,synthetic
bass_synthetic_056-066-127,W+A+,bass,0.18,0.045,2.120466470718384,0.1172446459531784,0.8983259201049805,66,127,synthetic
bass_synthetic_071-023-075,W+A+,bass,0.68,0.17,0.9748140573501587,0.7627394199371338,0.9547099471092224,23,75,synthetic
bass_synthetic_104-023-127,W+A+,bass,2.82,0.705,1.2528202533721924,0.6693499088287354,0.9976261258125305,23,127,synthetic
bass_synthetic_040-095-100,W+A+,bass,0.86,0.215,2.12024188041687,0.1278403401374817,0.9797028303146362,95,100,synthetic
bass_electronic_010-028-100,W+A+,bass,2.74,0.685,1.8926608562469482,0.3491358160972595,0.7748587727546692,28,100,electronic
bass_synthetic_055-027-050,W+A+,bass,2.62,0.655,1.987263560295105,0.3048635423183441,0.9042716026306152,27,50,synthetic
bass_synthetic_145-040-075,W+A+,bass,0.2,0.05,1.577788233757019,0.13394317030906677,0.9462295174598694,40,75,synthetic
bass_synthetic_010-039-075,W+A+,bass,2.9,0.725,1.979750156402588,0.1887609362602234,0.9998547434806824,39,75,synthetic
bass_synthetic_092-061-127,W+A+,bass,0.46,0.115,1.3951207399368286,0.5038856267929077,0.9512117505073547,61,127,synthetic
bass_synthetic_018-042-025,W+A+,bass,0.2,0.05,1.9911112785339355,0.0880391076207161,0.9750737547874451,42,25,synthetic
bass_synthetic_105-104-025,W+A+,bass,2.54,0.635,1.9534997940063477,0.09366975724697113,0.6122324466705322,104,25,synthetic
bass_synthetic_091-056-075,W+A+,bass,2.64,0.66,1.9500455856323242,0.19156596064567566,0.994720995426178,56,75,synthetic
bass_electronic_024-043-100,W+A+,bass,2.12,0.53,1.99739408493042,0.19307011365890503,0.9759382009506226,43,100,electronic
bass_synthetic_128-021-127,W+A+,bass,0.46,0.115,1.9530413150787354,0.21188059449195862,0.996820330619812,21,127,synthetic
bass_synthetic_058-036-050,W+A+,bass,2.62,0.655,2.1774978637695312,0.17760518193244934,0.9110732078552246,36,50,synthetic
bass_synthetic_092-035-127,W+A+,bass,1.4,0.35,0.9863407015800476,0.7411674857139587,0.9877890348434448,35,127,synthetic
