utt_id,set_label,true_label,argmax_time_W,frame_position_norm,dac_entropy_at_decisive,dac_truth_prob_at_decisive,whisper_truth_prob_at_decisive,mel_energy,spectral_centroid,pitch,velocity,source
bass_synthetic_102-086-050,W+A-,bass,0.5,0.125,2.2104203701019287,0.1434171497821808,0.7711432576179504,0.005280717276036739,1143.0054162517406,86,50,synthetic
bass_synthetic_042-100-025,W+A-,bass,3.14,0.785,2.0836596488952637,0.2433227151632309,0.8665280938148499,0.03964429721236229,702.0175776463644,100,25,synthetic
bass_synthetic_031-108-100,W+A-,bass,2.7,0.675,1.9221123456954956,0.23919424414634705,0.5161309838294983,0.01186504028737545,3692.3740794936684,108,100,synthetic
bass_synthetic_127-079-100,W+A-,bass,2.86,0.715,2.0821425914764404,0.02711443603038788,0.9122055172920227,4.686270236968994,1606.6193702711969,79,100,synthetic
bass_synthetic_131-089-025,W+A-,bass,2.68,0.67,1.513999104499817,0.20963415503501892,0.9716299176216125,5.371477127075195,888.0702577603361,89,25,synthetic
bass_synthetic_145-049-050,W+A-,bass,3.06,0.765,1.453800916671753,0.05145317688584328,0.8356113433837891,1.766780138015747,803.1329390381679,49,50,synthetic
bass_synthetic_045-065-127,W+A-,bass,1.78,0.445,2.1033124923706055,0.1023106500506401,0.7713012099266052,3.90871000289917,910.6320925028326,65,127,synthetic
bass_synthetic_052-059-075,W+A-,bass,0.18,0.045,2.0103962421417236,0.12291913479566574,0.6464356780052185,2.862319231033325,1199.391892843805,59,75,synthetic
bass_electronic_037-057-127,W+A-,bass,2.14,0.535,2.025512456893921,0.0924803763628006,0.7903186678886414,0.0037722759880125523,1264.9785896077465,57,127,electronic
bass_synthetic_084-050-075,W+A-,bass,1.9,0.475,1.7891466617584229,0.08782902359962463,0.9991675019264221,3.6517436504364014,1241.9011521660293,50,75,synthetic
bass_synthetic_097-036-100,W+A-,bass,0.26,0.065,1.9777374267578125,0.07310350984334946,0.9919330477714539,4.649115562438965,915.7126117031756,36,100,synthetic
bass_electronic_033-047-050,W+A-,bass,2.98,0.745,1.827925682067871,0.06773281842470169,0.8343756794929504,0.2528100609779358,1385.4030189647463,47,50,electronic
bass_synthetic_078-082-127,W+A-,bass,0.1,0.025,1.8986979722976685,0.19392141699790955,0.9501575827598572,1.6952874660491943,2251.89536272318,82,127,synthetic
bass_synthetic_119-044-127,W+A-,bass,2.72,0.68,2.0384302139282227,0.12209512293338776,0.9894266128540039,0.10724000632762909,751.5972257782465,44,127,synthetic
bass_synthetic_044-071-050,W+A-,bass,3.02,0.755,2.08479905128479,0.23266634345054626,0.9646824598312378,0.17295420169830322,1182.640254581637,71,50,synthetic
bass_synthetic_013-052-100,W+A-,bass,3.12,0.78,2.054368734359741,0.11682958155870438,0.9934832453727722,3.4992359587704414e-07,3382.224125919022,52,100,synthetic
bass_synthetic_095-095-025,W+A-,bass,2.1,0.525,2.1646060943603516,0.13571599125862122,0.9983657002449036,1.5614327253388183e-07,3580.391161375795,95,25,synthetic
bass_synthetic_085-063-100,W+A-,bass,2.74,0.685,1.7836307287216187,0.07082273811101913,0.986729621887207,4.9452900886535645,993.1382962658587,63,100,synthetic
bass_synthetic_099-065-100,W+A-,bass,0.44,0.11,2.039141893386841,0.15850535035133362,0.9967620968818665,2.9988317692186683e-05,1444.8106420768297,65,100,synthetic
bass_electronic_008-058-025,W+A-,bass,1.74,0.435,2.058931350708008,0.0862259641289711,0.6239770650863647,0.010104731656610966,1111.326091052205,58,25,electronic
bass_synthetic_023-054-050,W+A-,bass,0.5,0.125,2.029998540878296,0.11649392545223236,0.8402000665664673,0.0044032856822013855,1294.8027529890128,54,50,synthetic
bass_synthetic_022-104-127,W+A-,bass,0.98,0.245,1.616955280303955,0.2610233426094055,0.8789128661155701,2.3471474647521973,4756.116559886248,104,127,synthetic
bass_synthetic_084-053-100,W+A-,bass,0.36,0.09,1.3166344165802002,0.08258003741502762,0.9941421151161194,4.608357906341553,1769.5511555258568,53,100,synthetic
bass_synthetic_095-092-050,W+A-,bass,3.78,0.945,2.041638135910034,0.11336348950862885,0.9998855590820312,3.834650215139845e-06,1496.9890794907294,92,50,synthetic
bass_synthetic_141-072-025,W+A-,bass,0.12,0.03,2.1089468002319336,0.09386501461267471,0.9464797973632812,4.92732048034668,1097.5807487608076,72,25,synthetic
bass_synthetic_024-055-050,W+A-,bass,0.72,0.18,1.717045783996582,0.12115798890590668,0.9559261798858643,4.094765663146973,1956.5478371045695,55,50,synthetic
bass_synthetic_127-039-025,W+A-,bass,3.42,0.855,1.9640977382659912,0.14330509305000305,0.8676450848579407,0.0003050068917218596,968.0470495136517,39,25,synthetic
bass_synthetic_012-062-025,W+A-,bass,0.2,0.05,1.825199842453003,0.09695194661617279,0.9884529113769531,1.891082763671875,1127.3763756306826,62,25,synthetic
bass_synthetic_011-084-127,W+A-,bass,0.26,0.065,1.7309026718139648,0.12781871855258942,0.6834936738014221,3.4637670516967773,3304.9787102495047,84,127,synthetic
bass_synthetic_025-078-025,W+A-,bass,2.02,0.505,2.1584296226501465,0.05155366659164429,0.6430779099464417,1.0774028301239014,1589.60929738167,78,25,synthetic
bass_synthetic_080-043-100,W+A-,bass,0.02,0.005,1.9363142251968384,0.25650614500045776,0.9791597723960876,3.8987793922424316,501.0795485548453,43,100,synthetic
bass_synthetic_046-088-025,W+A-,bass,3.0,0.75,1.9129568338394165,0.1918705254793167,0.8310065269470215,0.0012834439985454082,1210.7597452813143,88,25,synthetic
bass_synthetic_060-034-127,W+A-,bass,0.74,0.185,2.1188275814056396,0.13851919770240784,0.7684367895126343,0.0,0.0,34,127,synthetic
bass_synthetic_076-032-127,W+A-,bass,0.1,0.025,2.061532974243164,0.27217695116996765,0.8864954113960266,4.389975547790527,625.4066400213094,32,127,synthetic
bass_synthetic_023-081-127,W+A-,bass,0.14,0.035,2.157784938812256,0.1382908821105957,0.9072661995887756,0.0,0.0,81,127,synthetic
bass_synthetic_051-081-100,W+A-,bass,1.74,0.435,1.7499911785125732,0.022447364404797554,0.812808096408844,5.138998031616211,1544.049241975249,81,100,synthetic
bass_synthetic_048-061-100,W+A-,bass,3.42,0.855,1.9655693769454956,0.09053714573383331,0.39218083024024963,0.00013450438564177603,1306.0471748059874,61,100,synthetic
bass_synthetic_085-101-100,W+A-,bass,2.72,0.68,1.9668045043945312,0.15625591576099396,0.7870543599128723,4.513134479522705,2625.194289178177,101,100,synthetic
bass_synthetic_011-075-100,W+A-,bass,3.16,0.79,1.7339942455291748,0.05753186717629433,0.795322835445404,0.9060614705085754,2743.1761435212497,75,100,synthetic
bass_synthetic_039-085-025,W+A-,bass,0.5,0.125,2.013087272644043,0.09955718368291855,0.9998421669006348,3.488304615020752,2508.9274673613268,85,25,synthetic
bass_synthetic_042-108-025,W+A-,bass,0.78,0.195,2.0886693000793457,0.2932286262512207,0.7300935983657837,0.2910628616809845,878.7576991727339,108,25,synthetic
bass_synthetic_116-091-050,W+A-,bass,1.26,0.315,2.2249367237091064,0.1326260268688202,0.8746843338012695,0.0,0.0,91,50,synthetic
bass_synthetic_057-084-025,W+A-,bass,1.46,0.365,2.1198370456695557,0.06231324374675751,0.9982914328575134,0.9198546409606934,1568.757907643103,84,25,synthetic
bass_synthetic_048-107-075,W+A-,bass,2.2,0.55,1.8520656824111938,0.057175975292921066,0.4848640561103821,0.059690769761800766,3928.760479646368,107,75,synthetic
bass_synthetic_137-049-025,W+A-,bass,1.8,0.45,2.004467248916626,0.05368435010313988,0.9533461928367615,4.155689239501953,1995.3321722201467,49,25,synthetic
bass_synthetic_064-066-100,W+A-,bass,2.08,0.52,2.0585215091705322,0.12694552540779114,0.973353385925293,0.0002476291556376964,1095.0531239731165,66,100,synthetic
bass_synthetic_006-063-025,W+A-,bass,1.72,0.43,1.9261460304260254,0.03267903998494148,0.7939395904541016,3.0510520935058594,2348.2539340508433,63,25,synthetic
bass_synthetic_109-080-025,W+A-,bass,0.16,0.04,2.1305203437805176,0.11951969563961029,0.8812103867530823,2.574653592546383e-07,3815.298445153385,80,25,synthetic
bass_synthetic_061-047-100,W+A-,bass,0.96,0.24,2.0723698139190674,0.11489620804786682,0.6896989345550537,1.4380780458450317,996.1358189607238,47,100,synthetic
bass_synthetic_115-046-127,W+A-,bass,0.84,0.21,1.9370722770690918,0.109038345515728,0.6684085726737976,0.0088307224214077,1174.790975298966,46,127,synthetic
bass_synthetic_114-043-050,W+A-,bass,1.14,0.285,1.8920066356658936,0.16981028020381927,0.876310408115387,4.627560138702393,1207.8083478045241,43,50,synthetic
bass_synthetic_121-065-127,W+A-,bass,0.18,0.045,2.0529139041900635,0.07631860673427582,0.9791049361228943,3.078936815261841,1485.9726551543586,65,127,synthetic
bass_synthetic_065-094-075,W+A-,bass,0.64,0.16,2.014918327331543,0.1500173658132553,0.9949436187744141,0.37607455253601074,1423.474673295304,94,75,synthetic
bass_synthetic_126-059-127,W+A-,bass,3.0,0.75,1.7235889434814453,0.10114683210849762,0.7535167932510376,3.184138298034668,1793.918461784127,59,127,synthetic
bass_electronic_007-056-127,W+A-,bass,0.32,0.08,2.1004836559295654,0.16314205527305603,0.871852695941925,3.5405516624450684,943.0726269069137,56,127,electronic
bass_synthetic_011-107-050,W+A-,bass,0.24,0.06,1.7273848056793213,0.12082985788583755,0.8264949321746826,2.83610463142395,3879.6418436030986,107,50,synthetic
bass_synthetic_099-086-075,W+A-,bass,0.32,0.08,1.7334643602371216,0.050894930958747864,0.994271457195282,2.5749709606170654,1916.2035566889592,86,75,synthetic
bass_synthetic_000-098-050,W+A-,bass,3.16,0.79,2.1398110389709473,0.13955600559711456,0.691670298576355,0.0,0.0,98,50,synthetic
bass_synthetic_078-035-025,W+A-,bass,3.02,0.755,2.072213888168335,0.21003857254981995,0.9815320372581482,1.0134717740584165e-05,1875.7596490878964,35,25,synthetic
bass_synthetic_079-064-127,W+A-,bass,3.1,0.775,2.0658578872680664,0.13920195400714874,0.8973366022109985,0.0008071010815910995,393.53477232956664,64,127,synthetic
bass_synthetic_086-100-127,W+A-,bass,2.66,0.665,2.1847963333129883,0.11792200803756714,0.5635045766830444,2.4833285808563232,2812.0907793350857,100,127,synthetic
bass_synthetic_062-065-025,W+A-,bass,1.02,0.255,2.1099963188171387,0.15215158462524414,0.9533751010894775,2.4863381385803223,1058.9007555587423,65,25,synthetic
bass_synthetic_044-092-075,W+A-,bass,0.28,0.07,1.8411281108856201,0.04578379914164543,0.8818579912185669,0.005236314609646797,2200.5692016294183,92,75,synthetic
bass_synthetic_071-070-127,W+A-,bass,2.4,0.6,1.840774416923523,0.06969805806875229,0.9280222058296204,4.2167534828186035,2903.0921332594053,70,127,synthetic
bass_synthetic_002-075-100,W+A-,bass,0.18,0.045,1.6893465518951416,0.35310083627700806,0.7370783090591431,2.140249490737915,5156.428126586505,75,100,synthetic
bass_synthetic_048-033-050,W+A-,bass,3.38,0.845,1.989324688911438,0.23633049428462982,0.5634822845458984,0.11584416031837463,925.075737031588,33,50,synthetic
bass_electronic_036-044-025,W+A-,bass,0.58,0.145,2.0838916301727295,0.21880938112735748,0.7198774814605713,1.3198816776275635,487.2574684754479,44,25,electronic
bass_synthetic_120-033-127,W+A-,bass,0.36,0.09,1.7075263261795044,0.32612767815589905,0.999739408493042,3.03627872467041,1074.9559883637444,33,127,synthetic
bass_synthetic_013-072-100,W+A-,bass,0.14,0.035,2.0034525394439697,0.01982283405959606,0.6440805196762085,2.2657647132873535,2296.3317222792525,72,100,synthetic
bass_synthetic_151-053-127,W+A-,bass,0.54,0.135,1.9407919645309448,0.15174314379692078,0.9990967512130737,3.0020694732666016,1989.5398735478784,53,127,synthetic
bass_synthetic_006-059-050,W+A-,bass,1.76,0.44,2.032576322555542,0.04584839195013046,0.9212334752082825,3.676833391189575,2138.005566185765,59,50,synthetic
bass_synthetic_072-059-025,W+A-,bass,0.1,0.025,1.9077988862991333,0.0674363300204277,0.962963342666626,4.274055480957031,1055.7254330896924,59,25,synthetic
bass_synthetic_060-074-075,W+A-,bass,0.6,0.15,2.036388874053955,0.05653788894414902,0.8118577003479004,0.09268390387296677,1268.5679635365345,74,75,synthetic
bass_synthetic_065-026-075,W+A-,bass,2.1,0.525,1.7266091108322144,0.4546941816806793,0.9946542382240295,2.0362820625305176,1795.4251353558157,26,75,synthetic
bass_electronic_026-056-075,W+A-,bass,2.92,0.73,1.9337667226791382,0.14223605394363403,0.7915651798248291,2.160501718521118,1128.311371499432,56,75,electronic
bass_synthetic_067-028-075,W+A-,bass,0.04,0.01,1.8490409851074219,0.059111036360263824,0.5002486109733582,3.955383539199829,738.5732767539924,28,75,synthetic
bass_synthetic_012-071-127,W+A-,bass,0.2,0.05,2.064648151397705,0.06804211437702179,0.9732992649078369,0.065888911485672,1181.9380583683624,71,127,synthetic
bass_synthetic_096-037-025,W+A-,bass,0.06,0.015,2.004610538482666,0.3001096248626709,0.979943573474884,3.747762680053711,1271.4060380978235,37,25,synthetic
bass_synthetic_019-103-075,W+A-,bass,2.08,0.52,2.2224278450012207,0.1308661252260208,0.9687901735305786,0.0,0.0,103,75,synthetic
