utt_id,audio_path,label,fold
bass_electronic_038-059-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_038-059-127.wav,bass,4
bass_synthetic_090-032-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_090-032-075.wav,bass,5
bass_synthetic_093-050-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_093-050-127.wav,bass,5
bass_synthetic_143-078-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_143-078-075.wav,bass,5
bass_electronic_029-042-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_029-042-050.wav,bass,5
bass_synthetic_111-045-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_111-045-075.wav,bass,1
bass_synthetic_032-027-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_032-027-025.wav,bass,5
bass_electronic_032-047-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_032-047-050.wav,bass,3
bass_synthetic_127-046-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_127-046-075.wav,bass,2
bass_synthetic_040-056-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_040-056-050.wav,bass,5
bass_synthetic_056-080-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_056-080-075.wav,bass,4
bass_synthetic_130-040-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_130-040-127.wav,bass,4
bass_synthetic_130-068-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_130-068-100.wav,bass,5
bass_synthetic_123-099-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_123-099-075.wav,bass,4
bass_synthetic_029-051-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_029-051-050.wav,bass,4
bass_synthetic_127-100-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_127-100-127.wav,bass,4
bass_synthetic_000-104-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_000-104-025.wav,bass,2
bass_electronic_004-027-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_004-027-100.wav,bass,4
bass_synthetic_089-024-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_089-024-025.wav,bass,5
bass_synthetic_080-083-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_080-083-127.wav,bass,1
bass_synthetic_044-094-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_044-094-100.wav,bass,1
bass_synthetic_002-038-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_002-038-050.wav,bass,4
bass_synthetic_066-089-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_066-089-100.wav,bass,2
bass_synthetic_014-036-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_014-036-100.wav,bass,1
bass_synthetic_032-099-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_032-099-025.wav,bass,3
bass_synthetic_074-072-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_074-072-050.wav,bass,5
bass_synthetic_078-031-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_078-031-025.wav,bass,3
bass_synthetic_006-061-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_006-061-025.wav,bass,2
bass_electronic_038-053-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_038-053-050.wav,bass,2
bass_synthetic_014-017-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_014-017-050.wav,bass,1
bass_synthetic_139-043-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_139-043-025.wav,bass,2
bass_synthetic_109-068-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_109-068-050.wav,bass,1
bass_synthetic_040-043-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_040-043-100.wav,bass,4
bass_synthetic_086-059-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_086-059-075.wav,bass,1
bass_synthetic_022-037-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_022-037-127.wav,bass,1
bass_synthetic_117-088-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_117-088-025.wav,bass,2
bass_electronic_008-060-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_008-060-075.wav,bass,3
bass_synthetic_042-106-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_042-106-100.wav,bass,5
bass_synthetic_051-078-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_051-078-025.wav,bass,5
bass_synthetic_131-068-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_131-068-025.wav,bass,1
bass_electronic_021-039-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_021-039-075.wav,bass,4
bass_synthetic_086-026-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_086-026-100.wav,bass,2
bass_synthetic_031-023-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_031-023-100.wav,bass,4
bass_synthetic_114-014-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_114-014-127.wav,bass,5
bass_synthetic_062-071-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_062-071-025.wav,bass,4
bass_synthetic_061-021-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_061-021-127.wav,bass,4
bass_synthetic_100-067-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_100-067-025.wav,bass,3
bass_electronic_008-027-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_008-027-127.wav,bass,1
bass_synthetic_099-075-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_099-075-050.wav,bass,5
bass_synthetic_012-089-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_012-089-075.wav,bass,3
bass_electronic_028-054-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_028-054-050.wav,bass,2
bass_synthetic_147-046-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_147-046-127.wav,bass,5
bass_synthetic_038-056-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_038-056-075.wav,bass,3
bass_synthetic_074-049-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_074-049-100.wav,bass,2
bass_synthetic_035-060-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_035-060-050.wav,bass,2
bass_electronic_039-044-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_039-044-075.wav,bass,4
bass_synthetic_032-066-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_032-066-025.wav,bass,2
bass_synthetic_085-025-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_085-025-100.wav,bass,1
bass_synthetic_108-049-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_108-049-127.wav,bass,5
bass_synthetic_024-103-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_024-103-100.wav,bass,1
bass_synthetic_137-024-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_137-024-050.wav,bass,3
bass_synthetic_029-091-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_029-091-050.wav,bass,3
bass_synthetic_137-095-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_137-095-100.wav,bass,1
bass_electronic_002-050-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_002-050-100.wav,bass,5
bass_electronic_035-053-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_035-053-127.wav,bass,2
bass_synthetic_058-092-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_058-092-127.wav,bass,1
bass_electronic_021-023-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_021-023-075.wav,bass,1
bass_synthetic_116-089-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_116-089-025.wav,bass,5
bass_synthetic_129-097-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_129-097-127.wav,bass,5
bass_synthetic_110-074-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_110-074-050.wav,bass,3
bass_synthetic_084-035-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_084-035-050.wav,bass,3
bass_synthetic_067-071-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_067-071-075.wav,bass,4
bass_synthetic_140-098-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_140-098-100.wav,bass,1
bass_synthetic_091-049-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_091-049-050.wav,bass,5
bass_synthetic_035-103-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_035-103-127.wav,bass,2
bass_synthetic_048-056-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_048-056-050.wav,bass,5
bass_synthetic_010-077-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_010-077-075.wav,bass,4
bass_synthetic_080-046-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_080-046-100.wav,bass,2
bass_electronic_030-024-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_030-024-127.wav,bass,5
bass_synthetic_053-038-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_053-038-025.wav,bass,3
bass_synthetic_088-104-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_088-104-127.wav,bass,2
bass_synthetic_088-021-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_088-021-127.wav,bass,3
bass_synthetic_057-101-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_057-101-100.wav,bass,2
bass_electronic_016-058-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_016-058-100.wav,bass,3
bass_synthetic_020-024-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_020-024-025.wav,bass,2
bass_electronic_038-023-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_038-023-127.wav,bass,3
bass_synthetic_104-042-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_104-042-127.wav,bass,4
bass_synthetic_040-081-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_040-081-050.wav,bass,3
bass_synthetic_019-042-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_019-042-100.wav,bass,1
bass_synthetic_116-104-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_116-104-050.wav,bass,5
bass_synthetic_045-052-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_045-052-050.wav,bass,1
bass_synthetic_031-063-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_031-063-075.wav,bass,5
bass_synthetic_117-087-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_117-087-050.wav,bass,3
bass_electronic_039-061-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_039-061-025.wav,bass,3
bass_synthetic_097-064-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_097-064-127.wav,bass,3
bass_synthetic_114-083-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_114-083-050.wav,bass,3
bass_synthetic_080-035-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_080-035-127.wav,bass,4
bass_acoustic_000-025-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_acoustic_000-025-075.wav,bass,2
bass_synthetic_047-034-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_047-034-127.wav,bass,5
bass_synthetic_002-041-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_002-041-025.wav,bass,2
bass_synthetic_055-066-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_055-066-100.wav,bass,2
bass_synthetic_015-070-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_015-070-025.wav,bass,1
bass_synthetic_141-075-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_141-075-100.wav,bass,1
bass_electronic_037-023-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_037-023-025.wav,bass,3
bass_synthetic_126-052-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_126-052-075.wav,bass,1
bass_synthetic_070-036-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_070-036-100.wav,bass,1
bass_synthetic_081-081-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_081-081-025.wav,bass,2
bass_synthetic_001-041-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_001-041-075.wav,bass,5
bass_synthetic_095-024-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_095-024-100.wav,bass,3
bass_synthetic_048-089-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_048-089-127.wav,bass,2
bass_synthetic_053-070-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_053-070-075.wav,bass,4
bass_electronic_000-050-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_000-050-075.wav,bass,1
bass_synthetic_021-076-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_021-076-075.wav,bass,4
bass_synthetic_055-063-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_055-063-100.wav,bass,5
bass_synthetic_027-038-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_027-038-075.wav,bass,1
bass_synthetic_103-062-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_103-062-075.wav,bass,5
bass_synthetic_099-094-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_099-094-075.wav,bass,2
bass_electronic_037-029-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_037-029-050.wav,bass,2
bass_synthetic_024-053-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_024-053-025.wav,bass,3
bass_electronic_004-050-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_004-050-050.wav,bass,3
bass_synthetic_038-062-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_038-062-025.wav,bass,1
bass_synthetic_138-046-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_138-046-025.wav,bass,1
bass_synthetic_031-092-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_031-092-050.wav,bass,2
bass_synthetic_036-087-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_036-087-075.wav,bass,4
bass_synthetic_087-038-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_087-038-100.wav,bass,1
bass_synthetic_038-065-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_038-065-075.wav,bass,1
bass_synthetic_031-097-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_031-097-050.wav,bass,5
bass_synthetic_032-093-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_032-093-050.wav,bass,2
bass_synthetic_002-041-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_002-041-050.wav,bass,4
bass_synthetic_087-080-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_087-080-075.wav,bass,3
bass_synthetic_063-073-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_063-073-025.wav,bass,4
bass_synthetic_053-056-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_053-056-025.wav,bass,3
bass_electronic_020-060-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_020-060-075.wav,bass,3
bass_synthetic_124-080-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_124-080-127.wav,bass,3
bass_synthetic_041-103-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_041-103-100.wav,bass,3
bass_synthetic_035-032-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_035-032-127.wav,bass,1
bass_synthetic_140-093-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_140-093-025.wav,bass,3
bass_synthetic_017-072-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_017-072-025.wav,bass,4
bass_synthetic_048-060-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_048-060-127.wav,bass,5
bass_synthetic_086-043-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_086-043-050.wav,bass,3
bass_synthetic_072-040-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_072-040-100.wav,bass,1
bass_synthetic_080-065-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_080-065-025.wav,bass,3
bass_synthetic_039-057-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_039-057-050.wav,bass,3
bass_electronic_039-051-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_039-051-075.wav,bass,5
bass_synthetic_092-049-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_092-049-075.wav,bass,2
bass_synthetic_073-057-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_073-057-127.wav,bass,4
bass_synthetic_145-033-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_145-033-050.wav,bass,2
bass_synthetic_001-069-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_001-069-127.wav,bass,1
bass_synthetic_091-067-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_091-067-025.wav,bass,3
bass_synthetic_102-086-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_102-086-050.wav,bass,2
bass_synthetic_084-020-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_084-020-127.wav,bass,2
bass_synthetic_027-035-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_027-035-127.wav,bass,1
bass_synthetic_042-100-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_042-100-025.wav,bass,2
bass_synthetic_031-108-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_031-108-100.wav,bass,2
bass_synthetic_127-079-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_127-079-100.wav,bass,5
bass_synthetic_131-089-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_131-089-025.wav,bass,5
bass_synthetic_006-011-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_006-011-100.wav,bass,4
bass_synthetic_071-104-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_071-104-100.wav,bass,3
bass_synthetic_025-099-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_025-099-025.wav,bass,2
bass_synthetic_000-029-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_000-029-025.wav,bass,2
bass_synthetic_145-049-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_145-049-050.wav,bass,3
bass_synthetic_118-095-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_118-095-127.wav,bass,2
bass_synthetic_045-065-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_045-065-127.wav,bass,1
bass_synthetic_015-075-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_015-075-100.wav,bass,4
bass_synthetic_052-059-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_052-059-075.wav,bass,3
bass_electronic_037-057-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_037-057-127.wav,bass,4
bass_synthetic_089-077-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_089-077-075.wav,bass,3
bass_synthetic_084-050-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_084-050-075.wav,bass,5
bass_synthetic_069-015-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_069-015-075.wav,bass,1
bass_synthetic_097-036-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_097-036-100.wav,bass,4
bass_electronic_033-047-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_033-047-050.wav,bass,4
bass_synthetic_064-013-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_064-013-025.wav,bass,4
bass_synthetic_078-082-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_078-082-127.wav,bass,3
bass_electronic_032-062-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_032-062-127.wav,bass,5
bass_synthetic_119-044-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_119-044-127.wav,bass,5
bass_synthetic_044-071-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_044-071-050.wav,bass,3
bass_synthetic_013-052-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_013-052-100.wav,bass,4
bass_synthetic_019-068-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_019-068-050.wav,bass,3
bass_synthetic_007-090-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_007-090-025.wav,bass,1
bass_synthetic_027-024-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_027-024-100.wav,bass,3
bass_synthetic_005-060-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_005-060-075.wav,bass,2
bass_synthetic_109-064-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_109-064-075.wav,bass,2
bass_synthetic_142-026-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_142-026-127.wav,bass,5
bass_synthetic_095-095-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_095-095-025.wav,bass,1
bass_synthetic_085-063-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_085-063-100.wav,bass,1
bass_synthetic_099-065-100,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_099-065-100.wav,bass,4
bass_electronic_008-058-025,/mnt/tmp/datasets/music/nsynth/train_30k/bass_electronic_008-058-025.wav,bass,1
bass_synthetic_101-089-075,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_101-089-075.wav,bass,5
bass_synthetic_060-098-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_060-098-050.wav,bass,5
bass_synthetic_023-054-050,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_023-054-050.wav,bass,2
bass_synthetic_078-089-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_078-089-127.wav,bass,2
bass_synthetic_022-104-127,/mnt/tmp/datasets/music/nsynth/train_30k/bass_synthetic_022-104-127.wav,bass,1
