utt_id,audio_path,emotion,session,gender,duration_s
Ses02M_script01_2_F006,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script01_2_F006.wav,angry,Ses02,F,3.58
Ses05M_impro01_M003,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_impro01_M003.wav,angry,Ses05,M,3.71
Ses03F_script03_2_F019,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script03_2_F019.wav,angry,Ses03,F,3.387
Ses01F_script02_2_M030,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script02_2_M030.wav,angry,Ses01,M,12.22
Ses03M_script01_1_F020,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script01_1_F020.wav,angry,Ses03,F,4.289
Ses05M_script01_1b_M032,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script01_1b_M032.wav,angry,Ses05,M,4.87
Ses03M_impro01_F025,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro01_F025.wav,angry,Ses03,F,6.705
Ses02M_script03_2_M027,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script03_2_M027.wav,angry,Ses02,M,3.817
Ses03M_impro01_M019,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro01_M019.wav,angry,Ses03,M,3.275
Ses05F_impro08_M003,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_impro08_M003.wav,angry,Ses05,M,5.13
Ses03M_script01_2_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script01_2_F012.wav,angry,Ses03,F,9.021
Ses04M_script02_2_M034,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script02_2_M034.wav,angry,Ses04,M,1.95
Ses02M_impro01_M008,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_impro01_M008.wav,angry,Ses02,M,2.09
Ses04M_script03_2_M030,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_M030.wav,angry,Ses04,M,4.4
Ses04M_impro05_M001,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_impro05_M001.wav,angry,Ses04,M,3.24
Ses04F_script03_2_M008,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script03_2_M008.wav,angry,Ses04,M,2.41
Ses05M_script03_2_M039,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_M039.wav,angry,Ses05,M,2.54
Ses03F_impro02_M023,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_impro02_M023.wav,angry,Ses03,M,6.055
Ses03M_impro05a_M025,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro05a_M025.wav,angry,Ses03,M,2.51
Ses03M_impro01_F022,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro01_F022.wav,angry,Ses03,F,4.719
Ses01M_impro01_F000,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_impro01_F000.wav,angry,Ses01,F,1.69
Ses01M_script01_1_F015,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script01_1_F015.wav,angry,Ses01,F,11.305
Ses02F_script03_2_F042,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script03_2_F042.wav,angry,Ses02,F,4.58
Ses02F_script03_2_M047,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script03_2_M047.wav,angry,Ses02,M,4.15
Ses03F_script03_2_F035,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script03_2_F035.wav,angry,Ses03,F,2.4
Ses04M_script03_2_M050,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_M050.wav,angry,Ses04,M,5.2
Ses03M_script01_1_M011,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script01_1_M011.wav,angry,Ses03,M,13.57
Ses04F_impro01_M012,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro01_M012.wav,angry,Ses04,M,2.86
Ses01M_script02_1_F017,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script02_1_F017.wav,angry,Ses01,F,9.009
Ses02M_script01_1_M024,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script01_1_M024.wav,angry,Ses02,M,12.01
Ses03M_impro01_M002,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro01_M002.wav,angry,Ses03,M,3.532
Ses01F_script02_1_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script02_1_F012.wav,angry,Ses01,F,1.58
Ses04M_script03_2_M056,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_M056.wav,angry,Ses04,M,1.92
Ses03M_impro05b_M023,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro05b_M023.wav,angry,Ses03,M,4.3
Ses04M_script01_1_F022,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script01_1_F022.wav,angry,Ses04,F,4.705
Ses03M_impro05a_M011,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro05a_M011.wav,angry,Ses03,M,3.19
Ses04M_impro08_F015,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_impro08_F015.wav,angry,Ses04,F,10.06
Ses01F_script03_2_F040,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script03_2_F040.wav,angry,Ses01,F,18.43
Ses03F_script03_2_M044,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script03_2_M044.wav,angry,Ses03,M,11.04
Ses04M_script01_2_F000,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script01_2_F000.wav,angry,Ses04,F,3.35
Ses05M_script01_1_F018,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script01_1_F018.wav,angry,Ses05,F,3.82
Ses05M_script03_2_F017,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_F017.wav,angry,Ses05,F,1.42
Ses01M_script01_1_F029,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script01_1_F029.wav,angry,Ses01,F,3.11
Ses04M_script02_2_F029,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script02_2_F029.wav,angry,Ses04,F,3.65
Ses01F_script01_2_F007,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script01_2_F007.wav,angry,Ses01,F,8.89
Ses01M_script03_2_F027,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script03_2_F027.wav,angry,Ses01,F,2.45
Ses04F_impro01_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro01_F012.wav,angry,Ses04,F,5.78
Ses03F_impro05_F015,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_impro05_F015.wav,angry,Ses03,F,2.74
Ses03M_script01_1_M040,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script01_1_M040.wav,angry,Ses03,M,3.992
Ses01M_script02_2_F016,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script02_2_F016.wav,angry,Ses01,F,11.488
Ses03M_script01_2_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script01_2_M015.wav,angry,Ses03,M,3.574
Ses02M_script01_1_M012,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script01_1_M012.wav,angry,Ses02,M,1.782
Ses01F_script03_2_F014,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script03_2_F014.wav,angry,Ses01,F,2.18
Ses01F_script02_2_F016,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script02_2_F016.wav,angry,Ses01,F,3.17
Ses03M_script03_2_F019,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script03_2_F019.wav,angry,Ses03,F,2.529
Ses05M_script03_2_M033,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_M033.wav,angry,Ses05,M,3.63
Ses03M_impro01_M028,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro01_M028.wav,angry,Ses03,M,2.917
Ses02F_script01_1_M021,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script01_1_M021.wav,angry,Ses02,M,2.79
Ses01F_script01_2_M016,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script01_2_M016.wav,angry,Ses01,M,3.43
Ses02F_script02_2_F029,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script02_2_F029.wav,angry,Ses02,F,5.06
Ses04F_script01_2_F016,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_2_F016.wav,angry,Ses04,F,8.761
Ses03M_impro05b_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro05b_M015.wav,angry,Ses03,M,2.74
Ses05F_impro02_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_impro02_M015.wav,angry,Ses05,M,7.46
Ses04F_impro08_M009,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro08_M009.wav,angry,Ses04,M,7.17
Ses01F_script01_2_F005,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script01_2_F005.wav,angry,Ses01,F,3.75
Ses01M_script01_2_F000,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script01_2_F000.wav,angry,Ses01,F,2.844
Ses04F_script03_2_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script03_2_M015.wav,angry,Ses04,M,1.826
Ses04M_impro01_F018,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_impro01_F018.wav,angry,Ses04,F,4.41
Ses01M_script01_2_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script01_2_F012.wav,angry,Ses01,F,8.99
Ses03F_script01_2_F016,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script01_2_F016.wav,angry,Ses03,F,7.27
Ses02M_script03_2_M043,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script03_2_M043.wav,angry,Ses02,M,2.135
Ses02M_script01_1_F034,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script01_1_F034.wav,angry,Ses02,F,3.08
Ses05M_impro04_M040,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_impro04_M040.wav,angry,Ses05,M,2.59
Ses04M_script03_2_F019,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_F019.wav,angry,Ses04,F,1.609
Ses05M_script01_1b_F034,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script01_1b_F034.wav,angry,Ses05,F,2.54
Ses04F_impro08_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro08_M015.wav,angry,Ses04,M,11.55
Ses04F_script01_1_F024,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_1_F024.wav,angry,Ses04,F,8.716
Ses02F_script03_2_M045,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script03_2_M045.wav,angry,Ses02,M,1.79
Ses04F_script01_1_M020,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_1_M020.wav,angry,Ses04,M,3.11
Ses04M_script02_2_F025,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script02_2_F025.wav,angry,Ses04,F,1.39
Ses05M_script03_2_M035,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_M035.wav,angry,Ses05,M,2.86
Ses01M_impro01_F011,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_impro01_F011.wav,angry,Ses01,F,2.16
Ses01M_script03_2_M033,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script03_2_M033.wav,angry,Ses01,M,2.553
Ses02M_script03_2_M041,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script03_2_M041.wav,angry,Ses02,M,2.46
Ses01M_script01_2_F009,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script01_2_F009.wav,angry,Ses01,F,13.615
Ses02F_script01_1_F019,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script01_1_F019.wav,angry,Ses02,F,3.58
Ses03F_script01_1_M021,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script01_1_M021.wav,angry,Ses03,M,4.188
Ses04M_script02_1_F010,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script02_1_F010.wav,angry,Ses04,F,1.789
Ses04M_script01_1_F038,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script01_1_F038.wav,angry,Ses04,F,5.412
Ses03M_script03_2_M045,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script03_2_M045.wav,angry,Ses03,M,12.05
Ses04F_script01_1_M029,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_1_M029.wav,angry,Ses04,M,2.26
Ses04F_script03_2_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script03_2_F012.wav,angry,Ses04,F,2.431
Ses03F_script02_2_F035,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script02_2_F035.wav,angry,Ses03,F,4.363
Ses01F_script01_1_F041,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script01_1_F041.wav,angry,Ses01,F,9.78
Ses05M_script01_1_M034,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script01_1_M034.wav,angry,Ses05,M,4.21
Ses01M_script02_2_F031,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script02_2_F031.wav,angry,Ses01,F,5.148
Ses01F_impro05_F025,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F025.wav,angry,Ses01,F,3.11
Ses01F_impro05_F027,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F027.wav,angry,Ses01,F,4.625
Ses02M_script01_1_M038,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script01_1_M038.wav,angry,Ses02,M,3.73
Ses04F_script01_1_F044,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_1_F044.wav,angry,Ses04,F,3.572
Ses03F_script01_2_F000,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script01_2_F000.wav,angry,Ses03,F,2.846
Ses05M_script03_2_F039,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_F039.wav,angry,Ses05,F,3.32
Ses01F_script03_2_F021,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script03_2_F021.wav,angry,Ses01,F,8.517
Ses02F_script01_1_M038,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script01_1_M038.wav,angry,Ses02,M,7.47
Ses02F_script02_2_F005,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script02_2_F005.wav,angry,Ses02,F,7.44
Ses05F_impro05_F024,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_impro05_F024.wav,angry,Ses05,F,5.862
Ses05F_script03_2_F036,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_script03_2_F036.wav,angry,Ses05,F,2.28
Ses01F_script02_2_F005,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script02_2_F005.wav,angry,Ses01,F,3.669
Ses02M_impro04_M019,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_impro04_M019.wav,angry,Ses02,M,3.28
Ses05M_script01_1_M021,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script01_1_M021.wav,angry,Ses05,M,6.43
Ses05M_script03_2_M045,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_M045.wav,angry,Ses05,M,6.01
Ses01M_impro05_M021,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_impro05_M021.wav,angry,Ses01,M,5.85
Ses03M_impro05b_M009,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro05b_M009.wav,angry,Ses03,M,3.48
Ses04F_script01_1_M030,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_1_M030.wav,angry,Ses04,M,1.72
Ses02M_script02_2_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_script02_2_F013.wav,angry,Ses02,F,6.57
Ses04M_impro05_M018,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_impro05_M018.wav,angry,Ses04,M,4.29
Ses02F_script01_2_M016,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script01_2_M016.wav,angry,Ses02,M,2.5
Ses04F_script01_2_F008,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_2_F008.wav,angry,Ses04,F,5.282
Ses04M_script03_2_F028,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_F028.wav,angry,Ses04,F,6.27
Ses01F_script03_2_M030,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script03_2_M030.wav,angry,Ses01,M,2.326
Ses02F_script01_1_F040,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script01_1_F040.wav,angry,Ses02,F,3.342
Ses03F_script03_2_M043,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script03_2_M043.wav,angry,Ses03,M,4.625
Ses05M_script03_2_M036,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_M036.wav,angry,Ses05,M,2.16
Ses04M_impro05_M045,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_impro05_M045.wav,angry,Ses04,M,5.392
Ses01F_script03_2_M023,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script03_2_M023.wav,angry,Ses01,M,3.72
Ses04M_script02_1_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script02_1_F012.wav,angry,Ses04,F,2.798
Ses04M_script03_2_F023,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_F023.wav,angry,Ses04,F,2.33
Ses05F_impro05_F019,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_impro05_F019.wav,angry,Ses05,F,4.86
Ses05M_impro01_M006,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_impro01_M006.wav,angry,Ses05,M,1.01
Ses04M_script03_2_F038,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_F038.wav,angry,Ses04,F,2.72
Ses01M_script01_2_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script01_2_F013.wav,angry,Ses01,F,4.65
Ses05M_script03_2_M031,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_M031.wav,angry,Ses05,M,3.64
Ses04M_script02_2_F026,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script02_2_F026.wav,angry,Ses04,F,3.07
Ses05F_script03_2_M041,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_script03_2_M041.wav,angry,Ses05,M,2.71
Ses05F_script03_2_M013,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_script03_2_M013.wav,angry,Ses05,M,5.27
Ses04F_script03_2_M040,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script03_2_M040.wav,angry,Ses04,M,2.308
Ses03M_script02_2_M031,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script02_2_M031.wav,angry,Ses03,M,8.833
Ses02F_script03_2_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script03_2_F013.wav,angry,Ses02,F,2.08
Ses04F_impro05_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro05_F013.wav,angry,Ses04,F,5.57
Ses03F_script03_2_M020,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script03_2_M020.wav,angry,Ses03,M,1.39
Ses01M_script02_1_F021,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script02_1_F021.wav,angry,Ses01,F,1.5
Ses04M_script01_2_F017,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script01_2_F017.wav,angry,Ses04,F,3.99
Ses01M_script02_1_F022,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script02_1_F022.wav,angry,Ses01,F,14.01
Ses01F_script01_2_F010,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script01_2_F010.wav,angry,Ses01,F,9.81
Ses02F_impro01_F018,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_impro01_F018.wav,angry,Ses02,F,5.707
Ses03M_script03_2_F014,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script03_2_F014.wav,angry,Ses03,F,1.69
Ses01F_script01_2_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script01_2_F012.wav,angry,Ses01,F,14.14
Ses01F_script03_2_M025,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_script03_2_M025.wav,angry,Ses01,M,4.49
Ses01M_script03_2_F035,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script03_2_F035.wav,angry,Ses01,F,5.01
Ses05F_script03_2_F017,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_script03_2_F017.wav,angry,Ses05,F,2.15
Ses03M_impro01_F010,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro01_F010.wav,angry,Ses03,F,3.961
Ses03M_impro05a_M004,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro05a_M004.wav,angry,Ses03,M,1.06
Ses03F_impro08_M007,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_impro08_M007.wav,angry,Ses03,M,1.934
Ses05F_script03_2_M022,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_script03_2_M022.wav,angry,Ses05,M,1.08
Ses04M_script03_2_M008,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_M008.wav,angry,Ses04,M,3.27
Ses05M_script03_2_M008,/mnt/ddn/kyudan/IEMOCAP/data/Ses05M_script03_2_M008.wav,angry,Ses05,M,2.85
Ses02M_impro01_M018,/mnt/ddn/kyudan/IEMOCAP/data/Ses02M_impro01_M018.wav,angry,Ses02,M,6.899
Ses03M_script03_2_M002,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script03_2_M002.wav,angry,Ses03,M,7.018
Ses04F_impro04_F025,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro04_F025.wav,angry,Ses04,F,4.13
Ses02F_script01_1_M034,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script01_1_M034.wav,angry,Ses02,M,3.9
Ses03F_script02_1_M035,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script02_1_M035.wav,angry,Ses03,M,4.695
Ses05F_impro02_M010,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_impro02_M010.wav,angry,Ses05,M,2.98
Ses05F_script02_2_F005,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_script02_2_F005.wav,angry,Ses05,F,5.647
Ses03F_script03_2_M038,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script03_2_M038.wav,angry,Ses03,M,1.5
Ses04F_impro01_F016,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro01_F016.wav,angry,Ses04,F,4.45
Ses04M_script03_2_F034,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_F034.wav,angry,Ses04,F,1.96
Ses04F_impro05_F004,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_impro05_F004.wav,angry,Ses04,F,2.21
Ses04F_script03_2_M001,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script03_2_M001.wav,angry,Ses04,M,4.175
Ses03M_script03_2_F042,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script03_2_F042.wav,angry,Ses03,F,6.958
Ses04F_script03_2_F035,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script03_2_F035.wav,angry,Ses04,F,3.49
Ses04F_script01_2_F006,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_2_F006.wav,angry,Ses04,F,3.19
Ses01M_script01_1_F017,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script01_1_F017.wav,angry,Ses01,F,2.038
Ses02F_script01_1_M022,/mnt/ddn/kyudan/IEMOCAP/data/Ses02F_script01_1_M022.wav,angry,Ses02,M,11.62
Ses05F_script01_1_M013,/mnt/ddn/kyudan/IEMOCAP/data/Ses05F_script01_1_M013.wav,angry,Ses05,M,6.8
Ses04F_script01_1_M038,/mnt/ddn/kyudan/IEMOCAP/data/Ses04F_script01_1_M038.wav,angry,Ses04,M,2.63
Ses03M_script02_2_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script02_2_F013.wav,angry,Ses03,F,8.7
Ses03M_impro08a_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro08a_F013.wav,angry,Ses03,F,7.618
Ses04M_impro05_M023,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_impro05_M023.wav,angry,Ses04,M,10.13
Ses04M_script01_1_M037,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script01_1_M037.wav,angry,Ses04,M,3.81
Ses03M_script02_2_F000,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_script02_2_F000.wav,angry,Ses03,F,2.278
Ses03F_script01_2_F002,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_script01_2_F002.wav,angry,Ses03,F,3.126
Ses03F_impro08_M012,/mnt/ddn/kyudan/IEMOCAP/data/Ses03F_impro08_M012.wav,angry,Ses03,M,1.66
Ses03M_impro05a_M027,/mnt/ddn/kyudan/IEMOCAP/data/Ses03M_impro05a_M027.wav,angry,Ses03,M,2.32
Ses04M_impro05_M038,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_impro05_M038.wav,angry,Ses04,M,1.72
Ses01M_script03_2_M035,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script03_2_M035.wav,angry,Ses01,M,2.998
Ses01M_script03_2_F025,/mnt/ddn/kyudan/IEMOCAP/data/Ses01M_script03_2_F025.wav,angry,Ses01,F,2.2
Ses04M_script03_2_M010,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_M010.wav,angry,Ses04,M,2.16
Ses04M_script03_2_M034,/mnt/ddn/kyudan/IEMOCAP/data/Ses04M_script03_2_M034.wav,angry,Ses04,M,4.16
Ses01F_impro04_F033,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F033.wav,angry,Ses01,F,5.845
