utt_id,audio_path,emotion,session,gender,duration_s
Ses01F_impro03_M004,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M004.wav,happy,Ses01,M,2.577
Ses01F_impro03_M005,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M005.wav,happy,Ses01,M,2.37
Ses01F_impro03_M006,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M006.wav,neutral,Ses01,M,2.09
Ses01F_impro03_M007,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M007.wav,happy,Ses01,M,2.752
Ses01F_impro03_M008,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M008.wav,neutral,Ses01,M,1.32
Ses01F_impro03_M009,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M009.wav,neutral,Ses01,M,4.91
Ses01F_impro03_M010,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M010.wav,happy,Ses01,M,2.82
Ses01F_impro03_M011,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M011.wav,neutral,Ses01,M,3.93
Ses01F_impro03_M012,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M012.wav,happy,Ses01,M,3.915
Ses01F_impro03_M013,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M013.wav,happy,Ses01,M,2.797
Ses01F_impro03_M014,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M014.wav,happy,Ses01,M,3.587
Ses01F_impro03_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M015.wav,happy,Ses01,M,2.18
Ses01F_impro03_M016,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M016.wav,neutral,Ses01,M,1.805
Ses01F_impro03_M019,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M019.wav,neutral,Ses01,M,4.79
Ses01F_impro03_M020,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M020.wav,neutral,Ses01,M,4.62
Ses01F_impro03_M021,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M021.wav,neutral,Ses01,M,2.68
Ses01F_impro03_M022,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M022.wav,happy,Ses01,M,1.66
Ses01F_impro03_M023,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M023.wav,happy,Ses01,M,3.69
Ses01F_impro03_M024,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro03_M024.wav,neutral,Ses01,M,2.22
Ses01F_impro04_F000,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F000.wav,neutral,Ses01,F,4.394
Ses01F_impro04_F001,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F001.wav,neutral,Ses01,F,4.405
Ses01F_impro04_F005,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F005.wav,neutral,Ses01,F,2.41
Ses01F_impro04_F006,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F006.wav,neutral,Ses01,F,3.557
Ses01F_impro04_F009,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F009.wav,neutral,Ses01,F,1.384
Ses01F_impro04_F010,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F010.wav,neutral,Ses01,F,5.85
Ses01F_impro04_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F013.wav,neutral,Ses01,F,4.237
Ses01F_impro04_F014,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F014.wav,neutral,Ses01,F,1.49
Ses01F_impro04_F020,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F020.wav,angry,Ses01,F,7.53
Ses01F_impro04_F028,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F028.wav,angry,Ses01,F,2.01
Ses01F_impro04_F029,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F029.wav,angry,Ses01,F,3.16
Ses01F_impro04_F030,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F030.wav,angry,Ses01,F,3.185
Ses01F_impro04_F031,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F031.wav,angry,Ses01,F,4.4
Ses01F_impro04_F032,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F032.wav,angry,Ses01,F,2.9
Ses01F_impro04_F033,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_F033.wav,angry,Ses01,F,5.845
Ses01F_impro04_M000,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M000.wav,neutral,Ses01,M,3.916
Ses01F_impro04_M001,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M001.wav,neutral,Ses01,M,1.67
Ses01F_impro04_M002,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M002.wav,neutral,Ses01,M,3.26
Ses01F_impro04_M003,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M003.wav,neutral,Ses01,M,1.8
Ses01F_impro04_M004,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M004.wav,neutral,Ses01,M,4.642
Ses01F_impro04_M005,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M005.wav,neutral,Ses01,M,3.34
Ses01F_impro04_M006,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M006.wav,neutral,Ses01,M,3.036
Ses01F_impro04_M007,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M007.wav,neutral,Ses01,M,1.19
Ses01F_impro04_M008,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M008.wav,neutral,Ses01,M,1.12
Ses01F_impro04_M009,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M009.wav,neutral,Ses01,M,2.674
Ses01F_impro04_M010,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M010.wav,neutral,Ses01,M,1.75
Ses01F_impro04_M011,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M011.wav,neutral,Ses01,M,3.8
Ses01F_impro04_M012,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M012.wav,neutral,Ses01,M,2.346
Ses01F_impro04_M013,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M013.wav,neutral,Ses01,M,3.403
Ses01F_impro04_M014,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M014.wav,neutral,Ses01,M,7.666
Ses01F_impro04_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M015.wav,neutral,Ses01,M,6.9
Ses01F_impro04_M016,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M016.wav,neutral,Ses01,M,2.985
Ses01F_impro04_M017,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M017.wav,neutral,Ses01,M,2.81
Ses01F_impro04_M018,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M018.wav,neutral,Ses01,M,6.065
Ses01F_impro04_M019,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M019.wav,neutral,Ses01,M,1.31
Ses01F_impro04_M020,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M020.wav,neutral,Ses01,M,1.92
Ses01F_impro04_M021,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M021.wav,neutral,Ses01,M,9.73
Ses01F_impro04_M022,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M022.wav,neutral,Ses01,M,2.3
Ses01F_impro04_M023,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M023.wav,neutral,Ses01,M,4.597
Ses01F_impro04_M024,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M024.wav,neutral,Ses01,M,2.19
Ses01F_impro04_M025,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M025.wav,neutral,Ses01,M,3.2
Ses01F_impro04_M026,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M026.wav,neutral,Ses01,M,2.4
Ses01F_impro04_M027,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M027.wav,neutral,Ses01,M,2.663
Ses01F_impro04_M028,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M028.wav,neutral,Ses01,M,1.24
Ses01F_impro04_M031,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M031.wav,neutral,Ses01,M,2.862
Ses01F_impro04_M032,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro04_M032.wav,neutral,Ses01,M,2.72
Ses01F_impro05_F006,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F006.wav,angry,Ses01,F,1.67
Ses01F_impro05_F008,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F008.wav,angry,Ses01,F,2.12
Ses01F_impro05_F009,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F009.wav,angry,Ses01,F,7.32
Ses01F_impro05_F010,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F010.wav,angry,Ses01,F,4.21
Ses01F_impro05_F011,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F011.wav,angry,Ses01,F,1.667
Ses01F_impro05_F012,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F012.wav,angry,Ses01,F,5.12
Ses01F_impro05_F013,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F013.wav,angry,Ses01,F,3.31
Ses01F_impro05_F014,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F014.wav,angry,Ses01,F,3.38
Ses01F_impro05_F015,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F015.wav,angry,Ses01,F,15.495
Ses01F_impro05_F016,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F016.wav,angry,Ses01,F,3.91
Ses01F_impro05_F017,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F017.wav,angry,Ses01,F,9.365
Ses01F_impro05_F018,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F018.wav,angry,Ses01,F,2.395
Ses01F_impro05_F019,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F019.wav,angry,Ses01,F,5.375
Ses01F_impro05_F020,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F020.wav,angry,Ses01,F,4.435
Ses01F_impro05_F021,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F021.wav,angry,Ses01,F,4.76
Ses01F_impro05_F022,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F022.wav,angry,Ses01,F,3.387
Ses01F_impro05_F023,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F023.wav,angry,Ses01,F,1.92
Ses01F_impro05_F024,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F024.wav,angry,Ses01,F,1.38
Ses01F_impro05_F025,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F025.wav,angry,Ses01,F,3.11
Ses01F_impro05_F026,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F026.wav,angry,Ses01,F,1.488
Ses01F_impro05_F027,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F027.wav,angry,Ses01,F,4.625
Ses01F_impro05_F028,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F028.wav,angry,Ses01,F,2.118
Ses01F_impro05_F029,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F029.wav,angry,Ses01,F,3.95
Ses01F_impro05_F030,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_F030.wav,angry,Ses01,F,3.31
Ses01F_impro05_M000,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M000.wav,neutral,Ses01,M,1.58
Ses01F_impro05_M001,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M001.wav,happy,Ses01,M,1.23
Ses01F_impro05_M002,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M002.wav,happy,Ses01,M,1.11
Ses01F_impro05_M003,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M003.wav,neutral,Ses01,M,1.48
Ses01F_impro05_M004,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M004.wav,neutral,Ses01,M,1.52
Ses01F_impro05_M005,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M005.wav,neutral,Ses01,M,4.06
Ses01F_impro05_M006,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M006.wav,neutral,Ses01,M,1.737
Ses01F_impro05_M007,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M007.wav,neutral,Ses01,M,5.853
Ses01F_impro05_M008,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M008.wav,neutral,Ses01,M,1.82
Ses01F_impro05_M009,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M009.wav,neutral,Ses01,M,5.85
Ses01F_impro05_M010,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M010.wav,neutral,Ses01,M,6.11
Ses01F_impro05_M011,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M011.wav,neutral,Ses01,M,20.29
Ses01F_impro05_M012,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M012.wav,neutral,Ses01,M,2.76
Ses01F_impro05_M013,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M013.wav,neutral,Ses01,M,1.44
Ses01F_impro05_M014,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M014.wav,neutral,Ses01,M,1.45
Ses01F_impro05_M015,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M015.wav,neutral,Ses01,M,3.022
Ses01F_impro05_M016,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M016.wav,neutral,Ses01,M,8.237
Ses01F_impro05_M017,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M017.wav,neutral,Ses01,M,6.395
Ses01F_impro05_M019,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M019.wav,neutral,Ses01,M,1.53
Ses01F_impro05_M020,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M020.wav,neutral,Ses01,M,1.33
Ses01F_impro05_M022,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M022.wav,neutral,Ses01,M,2.23
Ses01F_impro05_M023,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M023.wav,neutral,Ses01,M,7.31
Ses01F_impro05_M024,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M024.wav,neutral,Ses01,M,6.31
Ses01F_impro05_M025,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M025.wav,neutral,Ses01,M,1.375
Ses01F_impro05_M026,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M026.wav,neutral,Ses01,M,5.747
Ses01F_impro05_M027,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M027.wav,neutral,Ses01,M,1.71
Ses01F_impro05_M028,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M028.wav,neutral,Ses01,M,3.74
Ses01F_impro05_M029,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M029.wav,neutral,Ses01,M,6.48
Ses01F_impro05_M030,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M030.wav,neutral,Ses01,M,4.53
Ses01F_impro05_M031,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M031.wav,neutral,Ses01,M,2.28
Ses01F_impro05_M034,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M034.wav,neutral,Ses01,M,6.51
Ses01F_impro05_M035,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro05_M035.wav,neutral,Ses01,M,6.31
Ses01F_impro06_F000,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F000.wav,sad,Ses01,F,3.376
Ses01F_impro06_F002,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F002.wav,sad,Ses01,F,1.58
Ses01F_impro06_F003,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F003.wav,neutral,Ses01,F,1.33
Ses01F_impro06_F004,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F004.wav,neutral,Ses01,F,1.97
Ses01F_impro06_F005,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F005.wav,sad,Ses01,F,6.688
Ses01F_impro06_F006,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F006.wav,sad,Ses01,F,12.04
Ses01F_impro06_F007,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F007.wav,sad,Ses01,F,8.0
Ses01F_impro06_F008,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F008.wav,sad,Ses01,F,9.91
Ses01F_impro06_F009,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F009.wav,neutral,Ses01,F,7.58
Ses01F_impro06_F010,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F010.wav,sad,Ses01,F,5.84
Ses01F_impro06_F011,/mnt/ddn/kyudan/IEMOCAP/data/Ses01F_impro06_F011.wav,sad,Ses01,F,15.08
