utt_id,audio_path,label,fold
medley_test_0_661bc943-f187-5283-f070-60bc62b1be15,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_661bc943-f187-5283-f070-60bc62b1be15.wav,clarinet,3
medley_test_0_05efe920-6a23-5623-f221-3a26eafcd29a,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_05efe920-6a23-5623-f221-3a26eafcd29a.wav,clarinet,3
medley_test_0_8b3f8c54-4552-5456-f63f-d5d63e6f7a81,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_8b3f8c54-4552-5456-f63f-d5d63e6f7a81.wav,clarinet,3
medley_test_0_b7b8bf3a-29ca-52e1-f28e-dc26782d7366,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_b7b8bf3a-29ca-52e1-f28e-dc26782d7366.wav,clarinet,3
medley_test_0_003d41a8-afad-501f-fbc3-d406dc694ceb,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_003d41a8-afad-501f-fbc3-d406dc694ceb.wav,clarinet,3
medley_test_0_6f7cd64c-badc-5fa7-f175-8871d32f592f,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_6f7cd64c-badc-5fa7-f175-8871d32f592f.wav,clarinet,3
medley_test_0_035332aa-b18c-567d-f247-8235fe046741,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_035332aa-b18c-567d-f247-8235fe046741.wav,clarinet,3
medley_test_0_edfb4c02-1d71-5937-f04f-25dfc7b5ffb9,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_edfb4c02-1d71-5937-f04f-25dfc7b5ffb9.wav,clarinet,3
medley_test_0_2268c2c2-c5be-5a77-f7a4-d75d09cf01b7,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_2268c2c2-c5be-5a77-f7a4-d75d09cf01b7.wav,clarinet,3
medley_test_0_053e2aef-e3f6-5968-fc40-5a4f52f27669,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_053e2aef-e3f6-5968-fc40-5a4f52f27669.wav,clarinet,3
medley_test_0_8746b5fb-ae89-5c67-fd7f-224cf4b0ea6c,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_8746b5fb-ae89-5c67-fd7f-224cf4b0ea6c.wav,clarinet,3
medley_test_0_5d3c26db-20fc-5b70-f6c4-a0ab2142b617,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_5d3c26db-20fc-5b70-f6c4-a0ab2142b617.wav,clarinet,3
medley_test_0_d52913b4-7133-511b-fcd3-8b47d39938c3,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d52913b4-7133-511b-fcd3-8b47d39938c3.wav,clarinet,3
medley_test_0_612ac8ac-e64c-5f3e-f0dd-4b70ab90ab10,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_612ac8ac-e64c-5f3e-f0dd-4b70ab90ab10.wav,clarinet,3
medley_test_0_58d1e782-0d0f-5363-fcf8-eebc38b18532,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_58d1e782-0d0f-5363-fcf8-eebc38b18532.wav,clarinet,3
medley_test_0_a6b6ed9d-4680-5699-fa66-7ef38388062b,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_a6b6ed9d-4680-5699-fa66-7ef38388062b.wav,clarinet,3
medley_test_0_b65d27c4-052a-5d4b-f071-d15f5bd911a1,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_b65d27c4-052a-5d4b-f071-d15f5bd911a1.wav,clarinet,3
medley_test_0_cca501d3-5307-5146-f540-b883a6c43a04,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_cca501d3-5307-5146-f540-b883a6c43a04.wav,clarinet,3
medley_test_0_ec069612-6995-561b-f343-3d9618bcb7c7,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_ec069612-6995-561b-f343-3d9618bcb7c7.wav,clarinet,3
medley_test_0_04abefc3-337b-51e2-f5ea-6161bab00c11,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_04abefc3-337b-51e2-f5ea-6161bab00c11.wav,clarinet,3
medley_test_0_9ed4a592-20cc-5e18-f886-4dcdb72549e8,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_9ed4a592-20cc-5e18-f886-4dcdb72549e8.wav,clarinet,3
medley_test_0_8cb830d1-ed99-52b9-f290-20a7541f6065,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_8cb830d1-ed99-52b9-f290-20a7541f6065.wav,clarinet,3
medley_test_0_a51ff639-32ad-5bcd-f57e-baade47a08ad,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_a51ff639-32ad-5bcd-f57e-baade47a08ad.wav,clarinet,3
medley_test_0_c56657fc-affe-5313-f986-187ccce4527b,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c56657fc-affe-5313-f986-187ccce4527b.wav,clarinet,3
medley_test_0_5d3dfa9e-d894-542e-fd30-a846355561f7,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_5d3dfa9e-d894-542e-fd30-a846355561f7.wav,clarinet,3
medley_test_0_30ded392-ec4f-5583-faf0-68035ba85c65,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_30ded392-ec4f-5583-faf0-68035ba85c65.wav,clarinet,3
medley_test_0_c90e8891-90d2-5ad5-fa26-f38852d05c11,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c90e8891-90d2-5ad5-fa26-f38852d05c11.wav,clarinet,3
medley_test_0_d6d66f78-2025-5b22-fe05-30f4bfe01074,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d6d66f78-2025-5b22-fe05-30f4bfe01074.wav,clarinet,3
medley_test_0_ae926915-101e-580e-f821-82d74d6249c2,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_ae926915-101e-580e-f821-82d74d6249c2.wav,clarinet,3
medley_test_0_6264cdd8-041b-54df-fcfb-207a01feb000,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_6264cdd8-041b-54df-fcfb-207a01feb000.wav,clarinet,3
medley_test_0_be9d6be4-9aec-5180-f205-7e11cfd2a027,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_be9d6be4-9aec-5180-f205-7e11cfd2a027.wav,clarinet,3
medley_test_0_046198e0-9705-5e9a-f4e7-0036652ceca6,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_046198e0-9705-5e9a-f4e7-0036652ceca6.wav,clarinet,3
medley_test_0_15aa6c19-446f-5d2d-f3bb-4eb74c68daf2,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_15aa6c19-446f-5d2d-f3bb-4eb74c68daf2.wav,clarinet,3
medley_test_0_d08aba41-1a0a-5c5a-f1b7-292095557433,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d08aba41-1a0a-5c5a-f1b7-292095557433.wav,clarinet,3
medley_test_0_aa01780e-1dbb-5935-fbd9-fdb4f0dd6506,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_aa01780e-1dbb-5935-fbd9-fdb4f0dd6506.wav,clarinet,3
medley_test_0_f3599c04-1b1c-562e-fae2-c843ab1e39ee,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_f3599c04-1b1c-562e-fae2-c843ab1e39ee.wav,clarinet,3
medley_test_0_7a8ed9cb-f692-57ea-f404-8978b925bed8,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_7a8ed9cb-f692-57ea-f404-8978b925bed8.wav,clarinet,3
medley_test_0_ea2e8bd8-c7f8-53f0-f15f-8d8924a77c48,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_ea2e8bd8-c7f8-53f0-f15f-8d8924a77c48.wav,clarinet,3
medley_test_0_f6fb4cd7-636f-550b-f52c-47fc6ec2bced,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_f6fb4cd7-636f-550b-f52c-47fc6ec2bced.wav,clarinet,3
medley_test_0_8542714b-a66d-5b34-f6a3-4e385b2ad03d,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_8542714b-a66d-5b34-f6a3-4e385b2ad03d.wav,clarinet,3
medley_test_0_af65b7fd-6577-5237-fdc0-96f663c8df2e,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_af65b7fd-6577-5237-fdc0-96f663c8df2e.wav,clarinet,3
medley_test_0_320f7b02-5eb3-5a29-f2fc-ea35f28e0310,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_320f7b02-5eb3-5a29-f2fc-ea35f28e0310.wav,clarinet,3
medley_test_0_3a96c946-f78b-58fd-f9f2-8660220b2577,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_3a96c946-f78b-58fd-f9f2-8660220b2577.wav,clarinet,3
medley_test_0_2323811d-5060-5b98-f01b-b25d3c658944,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_2323811d-5060-5b98-f01b-b25d3c658944.wav,clarinet,3
medley_test_0_4ee396e0-6c1f-505c-f835-6f4a5166956d,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_4ee396e0-6c1f-505c-f835-6f4a5166956d.wav,clarinet,3
medley_test_0_6d6246af-f5a5-5ad0-f64b-7f1fd3c89dcf,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_6d6246af-f5a5-5ad0-f64b-7f1fd3c89dcf.wav,clarinet,3
medley_test_0_6f981381-361f-537b-f56e-2d74bb77e2c4,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_6f981381-361f-537b-f56e-2d74bb77e2c4.wav,clarinet,3
medley_test_0_6ce46676-3ba6-5ba2-f294-f0efe18a0aab,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_6ce46676-3ba6-5ba2-f294-f0efe18a0aab.wav,clarinet,3
medley_test_0_4ef44cba-90ab-5f79-fba6-a4e4fb957edd,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_4ef44cba-90ab-5f79-fba6-a4e4fb957edd.wav,clarinet,3
medley_test_0_3ade0c73-86e8-5227-ff03-adcb54940765,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_3ade0c73-86e8-5227-ff03-adcb54940765.wav,clarinet,3
medley_test_0_e122e3b4-6732-55a1-ff7c-dc59c7ce62fd,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_e122e3b4-6732-55a1-ff7c-dc59c7ce62fd.wav,clarinet,3
medley_test_0_c164e129-ae2b-5730-faf9-bc3fbf960922,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c164e129-ae2b-5730-faf9-bc3fbf960922.wav,clarinet,3
medley_test_0_569e51b2-d566-5835-f10e-967bd0a7f7ed,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_569e51b2-d566-5835-f10e-967bd0a7f7ed.wav,clarinet,3
medley_test_0_ef65ee4d-479b-5c2b-fe3a-e93ddef61809,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_ef65ee4d-479b-5c2b-fe3a-e93ddef61809.wav,clarinet,3
medley_test_0_39d00657-12c3-530b-f436-5adb798cd11f,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_39d00657-12c3-530b-f436-5adb798cd11f.wav,clarinet,3
medley_test_0_43d9ef37-7ebc-56bf-f9ca-8683289cbbde,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_43d9ef37-7ebc-56bf-f9ca-8683289cbbde.wav,clarinet,3
medley_test_0_6db58ba3-3eed-5fca-f971-f5ef7a20116e,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_6db58ba3-3eed-5fca-f971-f5ef7a20116e.wav,clarinet,3
medley_test_0_e99a288f-e808-5b35-f3f4-d2173dea711a,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_e99a288f-e808-5b35-f3f4-d2173dea711a.wav,clarinet,3
medley_test_0_aec6d1d9-2649-59ad-fee5-4c2f33a24351,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_aec6d1d9-2649-59ad-fee5-4c2f33a24351.wav,clarinet,3
medley_test_0_bdf9dcd2-0f29-5606-fbc9-d77a2383ce32,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_bdf9dcd2-0f29-5606-fbc9-d77a2383ce32.wav,clarinet,3
medley_test_0_05e6b2cd-c9dd-5ec4-f4de-fc8550fa8a59,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_05e6b2cd-c9dd-5ec4-f4de-fc8550fa8a59.wav,clarinet,3
medley_test_0_dad35b49-7050-5e9f-f3ae-6399b45db265,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_dad35b49-7050-5e9f-f3ae-6399b45db265.wav,clarinet,3
medley_test_0_cdff2831-2e18-5936-f571-a4ba098d402c,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_cdff2831-2e18-5936-f571-a4ba098d402c.wav,clarinet,3
medley_test_0_0f2a5516-1d96-56d0-f8bb-35dcbb65514c,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_0f2a5516-1d96-56d0-f8bb-35dcbb65514c.wav,clarinet,3
medley_test_0_437dffb0-b3d4-5bf2-f40e-9dc934fa8957,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_437dffb0-b3d4-5bf2-f40e-9dc934fa8957.wav,clarinet,3
medley_test_0_55e5a008-db98-5b13-f73d-fe4fc99760d5,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_55e5a008-db98-5b13-f73d-fe4fc99760d5.wav,clarinet,3
medley_test_0_051b5c43-9607-5979-faff-d981c64b6b67,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_051b5c43-9607-5979-faff-d981c64b6b67.wav,clarinet,3
medley_test_0_7173fc9f-d678-5305-f5b6-cfef16218849,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_7173fc9f-d678-5305-f5b6-cfef16218849.wav,clarinet,3
medley_test_0_ad0e3464-6b31-5704-f499-0603e1959fc9,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_ad0e3464-6b31-5704-f499-0603e1959fc9.wav,clarinet,3
medley_test_0_030121e8-7004-538d-f944-500bad01d40a,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_030121e8-7004-538d-f944-500bad01d40a.wav,clarinet,3
medley_test_0_09b1a47d-7f9f-5712-fc7d-5f3aa9dd1cd8,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_09b1a47d-7f9f-5712-fc7d-5f3aa9dd1cd8.wav,clarinet,3
medley_test_0_c64e2943-bbc8-5dd9-f514-fd90e71315cb,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c64e2943-bbc8-5dd9-f514-fd90e71315cb.wav,clarinet,3
medley_test_0_7ecdccdb-aff4-5bc8-fa1d-1ec438573af3,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_7ecdccdb-aff4-5bc8-fa1d-1ec438573af3.wav,clarinet,3
medley_test_0_bd1d3387-46be-5f66-f841-2bc5bd957278,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_bd1d3387-46be-5f66-f841-2bc5bd957278.wav,clarinet,3
medley_test_0_34983813-a571-51f3-f629-e203dbae7ca6,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_34983813-a571-51f3-f629-e203dbae7ca6.wav,clarinet,3
medley_test_0_3de0186e-a6a6-596b-f76d-05d94ae1b970,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_3de0186e-a6a6-596b-f76d-05d94ae1b970.wav,clarinet,3
medley_test_0_fe4f3666-0a8b-5d18-f3fa-951a275d7f8c,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_fe4f3666-0a8b-5d18-f3fa-951a275d7f8c.wav,clarinet,3
medley_test_0_d730f22c-3df4-573e-f74e-823175fcd237,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d730f22c-3df4-573e-f74e-823175fcd237.wav,clarinet,3
medley_test_0_7a0d1449-4c6c-5b71-f264-f0ca4e6c265f,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_7a0d1449-4c6c-5b71-f264-f0ca4e6c265f.wav,clarinet,3
medley_test_0_fec0be38-a338-5a9e-ffdf-ffb1fb5dcd2f,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_fec0be38-a338-5a9e-ffdf-ffb1fb5dcd2f.wav,clarinet,3
medley_test_0_cacdf72d-6662-5271-f193-e017161eb68c,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_cacdf72d-6662-5271-f193-e017161eb68c.wav,clarinet,3
medley_test_0_4b2d7177-4287-5f80-fad8-f07a0540dbf8,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_4b2d7177-4287-5f80-fad8-f07a0540dbf8.wav,clarinet,3
medley_test_0_d88d63c3-224a-5042-f5d3-e1819a0b44ed,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d88d63c3-224a-5042-f5d3-e1819a0b44ed.wav,clarinet,3
medley_test_0_7fc194fd-7231-5e4d-fbfe-c94034638825,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_7fc194fd-7231-5e4d-fbfe-c94034638825.wav,clarinet,3
medley_test_0_7d3e717a-62e8-593f-f941-e80b920c1209,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_7d3e717a-62e8-593f-f941-e80b920c1209.wav,clarinet,3
medley_test_0_c2c882cf-d5b3-51e7-fc99-c4e59f252fd0,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c2c882cf-d5b3-51e7-fc99-c4e59f252fd0.wav,clarinet,3
medley_test_0_c259b4e4-6e15-5e8e-f261-2a133ea5a234,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c259b4e4-6e15-5e8e-f261-2a133ea5a234.wav,clarinet,3
medley_test_0_c2f83b59-ea18-5cff-fc02-0463afb96f26,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c2f83b59-ea18-5cff-fc02-0463afb96f26.wav,clarinet,3
medley_test_0_f7a44375-00f4-5a86-f9cd-3f19639d6c94,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_f7a44375-00f4-5a86-f9cd-3f19639d6c94.wav,clarinet,3
medley_test_0_d77936cb-6ea9-5665-f543-0be8639051ac,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d77936cb-6ea9-5665-f543-0be8639051ac.wav,clarinet,3
medley_test_0_d514b93c-13b6-5175-f991-89b0e98b3058,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d514b93c-13b6-5175-f991-89b0e98b3058.wav,clarinet,3
medley_test_0_1695065d-be3f-565b-f18b-28b394509e0c,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_1695065d-be3f-565b-f18b-28b394509e0c.wav,clarinet,3
medley_test_0_6676f1b9-cd09-5909-f178-8e4c72403762,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_6676f1b9-cd09-5909-f178-8e4c72403762.wav,clarinet,3
medley_test_0_cd88f189-96f8-5314-f398-4226eb1dae7b,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_cd88f189-96f8-5314-f398-4226eb1dae7b.wav,clarinet,3
medley_test_0_d565c952-15ef-5bdf-f6db-f860e5cd9443,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d565c952-15ef-5bdf-f6db-f860e5cd9443.wav,clarinet,3
medley_test_0_54488573-1e44-5f90-fcf0-95184f21c55b,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_54488573-1e44-5f90-fcf0-95184f21c55b.wav,clarinet,3
medley_test_0_d82cf395-b431-5264-f551-e8dfd8567db9,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_d82cf395-b431-5264-f551-e8dfd8567db9.wav,clarinet,3
medley_test_0_e9b9e46d-6bfd-5823-ffe4-1e56ccb88be6,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_e9b9e46d-6bfd-5823-ffe4-1e56ccb88be6.wav,clarinet,3
medley_test_0_88b709b3-224f-5025-f96e-28d8235a6708,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_88b709b3-224f-5025-f96e-28d8235a6708.wav,clarinet,3
medley_test_0_df53a667-03db-530d-fda9-ecabb932e814,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_df53a667-03db-530d-fda9-ecabb932e814.wav,clarinet,3
medley_test_0_e71a130e-501f-5e00-f69b-eb8f1f99c1dc,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_e71a130e-501f-5e00-f69b-eb8f1f99c1dc.wav,clarinet,3
medley_test_0_c74f8952-be98-5f6d-f9be-866952a4aad0,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_c74f8952-be98-5f6d-f9be-866952a4aad0.wav,clarinet,3
medley_test_0_dac183d0-753d-5a3d-f0ff-1d43baccde4d,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_dac183d0-753d-5a3d-f0ff-1d43baccde4d.wav,clarinet,3
medley_test_0_f9de809b-e7c5-554c-f07b-982014802a7e,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_f9de809b-e7c5-554c-f07b-982014802a7e.wav,clarinet,3
medley_test_0_cb32a464-f928-5e96-f955-c0e7974bc73d,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_cb32a464-f928-5e96-f955-c0e7974bc73d.wav,clarinet,3
medley_test_0_51f9abc8-2a90-57e5-f6f7-3ef7977fc44c,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_51f9abc8-2a90-57e5-f6f7-3ef7977fc44c.wav,clarinet,3
medley_test_0_f28eaefc-f6b2-535b-f9bb-1f8a438977c5,/mnt/tmp/datasets/music/medley_solos/Medley-solos-DB_test-0_f28eaefc-f6b2-535b-f9bb-1f8a438977c5.wav,clarinet,3
